"source","target"
"x1314232465389768708","x841979802357764097"
"x2244407808","x841979802357764097"
"x29172743","x11911322"
"x1098632867121430528","x11911322"
"x1333120171226128385","x841979802357764097"
"x1339393539575300096","x841979802357764097"
"x2543322702","x841979802357764097"
"x2197337376","x841979802357764097"
"x110227577","x11911322"
"x292965691","x841979802357764097"
"x1343242623901958144","x841979802357764097"
"x767675142","x767675142"
"x1337466109394628610","x841979802357764097"
"x1290602137651683330","x841979802357764097"
"x751411850865217540","x11911322"
"x1348533901430566912","x841979802357764097"
"x1556419213","x841979802357764097"
"x905415010578522113","x841979802357764097"
"x933033649938853894","x841979802357764097"
"x129227323","x841979802357764097"
"x1239955810584866818","x841979802357764097"
"x3044668373","x841979802357764097"
"x122346310","x841979802357764097"
"x1337083147863920641","x841979802357764097"
"x1349751513233682435","x945878124"
"x137641317","x945878124"
"x2163849279","x841979802357764097"
"x3336943089","x841979802357764097"
"x198462461","x945878124"
"x1696158408","x945878124"
"x1313216067997663237","x841979802357764097"
"x1311283606862602240","x841979802357764097"
"x705893955330838528","x841979802357764097"
"x302273162","x841979802357764097"
"x1252899638937616384","x841979802357764097"
"x1192767230","x11911322"
"x1349010123755315207","x841979802357764097"
"x148857813","x841979802357764097"
"x1410527701","x841979802357764097"
"x3432020296","x841979802357764097"
"x2194751006","x841979802357764097"
"x3369369155","x11911322"
"x956643972788649993","x841979802357764097"
"x789845232","x841979802357764097"
"x3000945173","x1161114194755952640"
"x1349068277255970818","x1161114194755952640"
"x893108258499682305","x841979802357764097"
"x893108258499682305","x841979802357764097"
"x1134543602217029632","x841979802357764097"
"x1349068277255970818","x841979802357764097"
"x1032849138","x841979802357764097"
"x710735992421007360","x11911322"
"x2543322702","x841979802357764097"
"x248512712","x11911322"
"x2687384264","x841979802357764097"
"x767782212972445696","x11911322"
"x1124042489604734976","x841979802357764097"
"x959773539837587463","x841979802357764097"
"x2809935537","x841979802357764097"
"x1197833350204911616","x1336976390642659328"
"x834783461575634947","x11911322"
"x1459203834","x816387353233227776"
"x577107357","x841979802357764097"
"x2764393852","x841979802357764097"
"x2945643789","x841979802357764097"
"x2785349764","x841979802357764097"
"x2363048184","x841979802357764097"
"x493808545","x841979802357764097"
"x1217094231031980034","x841979802357764097"
"x1205425101367328768","x78957336"
"x489310581","x841979802357764097"
"x1066288491330453504","x1336976390642659328"
"x179126591","x2369361330"
"x1217094231031980034","x2369361330"
"x3053786963","x2369361330"
"x1269184267986382849","x2369361330"
"x1303331183254740993","x2369361330"
"x888087887199260672","x1313962051967102977"
"x1242739129407987712","x1329886815545925633"
"x1090129452","x1329886815545925633"
"x941067627392315393","x1329886815545925633"
"x1257757525438595072","x841979802357764097"
"x360493096","x1353257159916728320"
"x1267561675064070144","x1329886815545925633"
"x1245311615983063046","x1329886815545925633"
"x1278966439710425089","x1329886815545925633"
"x3077629085","x2369361330"
"x796152335236001792","x1329886815545925633"
"x488564551","x11911322"
"x931088877745508355","x1329886815545925633"
"x741819324","x741819324"
"x1244716894671732738","x1329886815545925633"
"x1317823773924614144","x1329886815545925633"
"x1303356606852345857","x1355101000089137156"
"x17563531","x11911322"
"x522825549","x1329886815545925633"
"x904349491","x1329886815545925633"
"x561171333","x858914601878126592"
"x1257954484074004481","x1329886815545925633"
"x815281315532668928","x907614703119204352"
"x360493096","x1353257159916728320"
"x332824252","x422488764"
"x1281222965431021593","x422488764"
"x2983945431","x2983945431"
"x1250581550833577990","x2983945431"
"x493808545","x2983945431"
"x814361501683384320","x2983945431"
"x854153089","x2983945431"
"x1275443336812335104","x2983945431"
"x161324898","x1158793252843261952"
"x556829467","x2983945431"
"x454369613","x2983945431"
"x1184244617266585600","x2983945431"
"x1289148025789722625","x2983945431"
"x1222889694574383104","x1189858393479163904"
"x1327943797238587394","x2983945431"
"x18982331","x18982331"
"x741819324","x741819324"
"x1333103744922361856","x2983945431"
"x2232117081","x2983945431"
"x1064549228716978177","x2983945431"
"x315093642","x2983945431"
"x299640343","x2983945431"
"x1894351262","x2983945431"
"x304618775","x2983945431"
"x110377908","x2983945431"
"x183038456","x1158793252843261952"
"x383802907","x1318195794873339905"
"x7732252","x1318195794873339905"
"x778330934395310080","x1318195794873339905"
"x1315022529954828291","x2983945431"
"x2806133355","x2983945431"
"x315093642","x104926858"
"x708589092985053184","x1318195794873339905"
"x1345376554076033027","x1318195794873339905"
"x1118019853737181184","x2983945431"
"x942220243270856704","x2983945431"
"x1158138725370646529","x2983945431"
"x297332483","x1318195794873339905"
"x1008975209184022528","x1068236639871340544"
"x1202243542241959938","x1556419213"
"x1015385599","x1556419213"
"x1237488576318840834","x1556419213"
"x477941480","x1556419213"
"x1353257159916728320","x1303356606852345857"
"x2864632029","x591736711"
"x119986280","x147283300"
"x940792728","x1161114194755952640"
"x1236703910204760064","x1161114194755952640"
"x106707651","x1161114194755952640"
"x1469748847","x1161114194755952640"
"x572908569","x1161114194755952640"
"x3000945173","x1161114194755952640"
"x91569130","x1267207127388520448"
"x394085744","x1267207127388520448"
"x1246908423452741632","x1267207127388520448"
"x2857945699","x1267207127388520448"
"x435709953","x1267207127388520448"
"x27741011","x1161114194755952640"
"x771894270622109696","x1161114194755952640"
"x1108521781541904384","x1267207127388520448"
"x1313216067997663237","x1267207127388520448"
"x1124414236929789953","x1267207127388520448"
"x105143605","x1267207127388520448"
"x1263105839218507776","x1267207127388520448"
"x1253196332157845505","x1267207127388520448"
"x1217094231031980034","x1161114194755952640"
"x991611973044457472","x1161114194755952640"
"x2463153273","x1267207127388520448"
"x358965253","x1267207127388520448"
"x2543322702","x1267207127388520448"
"x391920857","x391920857"
"x895309362087985155","x391920857"
"x3297011444","x391920857"
"x128050729","x391920857"
"x1337083147863920641","x391920857"
"x1339245742351921154","x1322281033287520259"
"x994184803124744192","x1322281033287520259"
"x2975094700","x1322281033287520259"
"x1310338506720448513","x391920857"
"x1242864071210422272","x391920857"
"x304437736","x391920857"
"x1070032137632522240","x1322281033287520259"
"x2543322702","x1322281033287520259"
"x899301065039806464","x1322281033287520259"
"x1319665334840926210","x1322281033287520259"
"x846737292190531584","x1322281033287520259"
"x2897039831","x1267207127388520448"
"x1260306632560566274","x391920857"
"x610990309","x1322281033287520259"
"x1278966439710425089","x1322281033287520259"
"x904349491","x1322281033287520259"
"x1352404394822803456","x1322281033287520259"
"x1310488821100879872","x1322281033287520259"
"x1184244617266585600","x1322281033287520259"
"x1328959736247627780","x1322281033287520259"
"x1123929079739224066","x1322281033287520259"
"x2352104766","x1322281033287520259"
"x1275750401544007680","x1322281033287520259"
"x1258501554757402625","x1322281033287520259"
"x801440695542251521","x1322281033287520259"
"x465973745","x1322281033287520259"
"x1259481319043719170","x1322281033287520259"
"x223879220","x1267207127388520448"
"x3533102955","x1322281033287520259"
"x771241998","x1322281033287520259"
"x1265761644908552193","x1322281033287520259"
"x1301890733897650176","x1322281033287520259"
"x142712755","x391920857"
"x390064263","x1322281033287520259"
"x839597719278739456","x1322281033287520259"
"x827225800042827778","x1267207127388520448"
"x259184907","x1322281033287520259"
"x572662852","x1322281033287520259"
"x1013917545982722048","x391920857"
"x2358410753","x1322281033287520259"
"x857351391601414144","x1267207127388520448"
"x550940481","x1322281033287520259"
"x2513519892","x1322281033287520259"
"x1317507367542599681","x1322281033287520259"
"x1250856215946682368","x1322281033287520259"
"x1439297204","x1244590199285432321"
"x595234640","x1267207127388520448"
"x1339293480665886720","x1322281033287520259"
"x767465023023247360","x391920857"
"x592532983","x1322281033287520259"
"x1337666691703185408","x1322281033287520259"
"x3392571189","x1322281033287520259"
"x286331661","x1322281033287520259"
"x787342696478302208","x1322281033287520259"
"x1026550179137298433","x1322281033287520259"
"x1245272145757954048","x1322281033287520259"
"x1327845503069982721","x1322281033287520259"
"x1219925121646891008","x1322281033287520259"
"x556902767","x1322281033287520259"
"x254962937","x1322281033287520259"
"x1316460082268340231","x1322281033287520259"
"x1328828625752371208","x1322281033287520259"
"x823196353509597184","x1322281033287520259"
"x1077495238300717057","x1322281033287520259"
"x1344973500222746626","x1322281033287520259"
"x1072050399354470400","x1322281033287520259"
"x3053786963","x1322281033287520259"
"x1325402026382069761","x1322281033287520259"
"x1248924031979532288","x1322281033287520259"
"x1264837956545712130","x1322281033287520259"
"x1310523801676009473","x1322281033287520259"
"x1081848703642673152","x1267207127388520448"
"x1251637739663081474","x1322281033287520259"
"x2963758719","x1322281033287520259"
"x1241374383853142017","x1322281033287520259"
"x1138462438045683712","x1322281033287520259"
"x1067486050774384645","x1322281033287520259"
"x400610414","x1322281033287520259"
"x820412312028909568","x1322281033287520259"
"x1317472398308986880","x1322281033287520259"
"x285236399","x391920857"
"x716630421598040065","x1322281033287520259"
"x1212833888407437312","x1322281033287520259"
"x101332195","x391920857"
"x1325181034279829504","x1322281033287520259"
"x1279336443085717504","x391920857"
"x799187103255068672","x800282968686149632"
"x796152335236001792","x1322281033287520259"
"x1308368104142053377","x1322281033287520259"
"x1259320328","x1322281033287520259"
"x838312006486802433","x1322281033287520259"
"x819578031308230657","x1322281033287520259"
"x1289244269396611073","x1322281033287520259"
"x841979802357764097","x1322281033287520259"
"x708589092985053184","x1068236639871340544"
"x739537761028411392","x1322281033287520259"
"x2816623338","x1322281033287520259"
"x1410527701","x1322281033287520259"
"x419785123","x1322281033287520259"
"x1243145624675024896","x1322281033287520259"
"x1441471285","x1322281033287520259"
"x1425908448","x1322281033287520259"
"x767465023023247360","x1322281033287520259"
"x1314074492998737920","x1322281033287520259"
"x390945902","x1322281033287520259"
"x1352527149966782465","x1322281033287520259"
"x22429283","x1322281033287520259"
"x1413275922","x1322281033287520259"
"x4375564935","x1322281033287520259"
"x1268450149757485058","x1322281033287520259"
"x316605913","x1322281033287520259"
"x948578472372441088","x1322281033287520259"
"x18982331","x18982331"
"x315093642","x1322281033287520259"
"x1239667542144229376","x1322281033287520259"
"x299869039","x1322281033287520259"
"x845999079066914816","x1322281033287520259"
"x1300321032","x1322281033287520259"
"x1326593136961916929","x1322281033287520259"
"x902643282190139393","x1322281033287520259"
"x2317245974","x1322281033287520259"
"x912028147","x1322281033287520259"
"x191829986","x1322281033287520259"
"x3036821003","x1322281033287520259"
"x984434432546308097","x1322281033287520259"
"x1286754347418779648","x1322281033287520259"
"x1342928531802771456","x1322281033287520259"
"x2919453322","x1322281033287520259"
"x1342387694752694272","x1322281033287520259"
"x110377908","x1322281033287520259"
"x1314816280852135937","x1322281033287520259"
"x1439297204","x1322281033287520259"
"x2889577162","x1322281033287520259"
"x1225498576677220352","x1329835359207821313"
"x1326213107631480834","x1329835359207821313"
"x1253944197167697922","x1322281033287520259"
"x2812776400","x1322281033287520259"
"x841235370436091904","x1322281033287520259"
"x1325447325884485634","x1322281033287520259"
"x1345104494791712768","x1322281033287520259"
"x1110236369916432388","x1329835359207821313"
"x971862548","x1322281033287520259"
"x1317537873646788608","x1322281033287520259"
"x1279800987247673344","x1329835359207821313"
"x119847888","x1322281033287520259"
"x4375564935","x1329835359207821313"
"x741819324","x1322281033287520259"
"x3127325867","x2841203045"
"x594552536","x1322281033287520259"
"x2583145763","x1329835359207821313"
"x1089291518068883458","x200659061"
"x1290301043503439872","x1322281033287520259"
"x1271104589731901440","x1322281033287520259"
"x1000812679345397760","x1322281033287520259"
"x1289148025789722625","x1322281033287520259"
"x1072709149748879360","x1322281033287520259"
"x1067016732756385792","x1322281033287520259"
"x1246361892484009985","x1322281033287520259"
"x988430381006381056","x1322281033287520259"
"x3644149883","x1322281033287520259"
"x1302407789248016385","x1322281033287520259"
"x4856048885","x1322281033287520259"
"x1249406155534659584","x1322281033287520259"
"x1221036950913798144","x1322281033287520259"
"x1249059870013296640","x1322281033287520259"
"x1318103441655386112","x1267207127388520448"
"x1150413659652403200","x1322281033287520259"
"x1314836224570466304","x1322281033287520259"
"x4209673155","x1322281033287520259"
"x316397961","x1322281033287520259"
"x1218096341752131584","x391920857"
"x1310478812052951042","x1322281033287520259"
"x215698341","x1322281033287520259"
"x558675109","x1161114194755952640"
"x1311908934790393856","x1322281033287520259"
"x1680873980","x1322281033287520259"
"x1007278519418785792","x1322281033287520259"
"x1138938991338807296","x1322281033287520259"
"x789568838","x1322281033287520259"
"x403552023","x1161114194755952640"
"x1068834309048541186","x1322281033287520259"
"x1248263490864918530","x1322281033287520259"
"x1326892732544069632","x1322281033287520259"
"x818940657523916804","x1246468973828415488"
"x1241211780325613569","x1322281033287520259"
"x989108275","x1322281033287520259"
"x1118019853737181184","x1322281033287520259"
"x1239665968277860352","x1322281033287520259"
"x1297464842287226880","x1246468973828415488"
"x1310556133359263750","x1322281033287520259"
"x3128709940","x1161114194755952640"
"x727086214357082112","x1322281033287520259"
"x1013415801402150912","x1322281033287520259"
"x1235692866732728320","x1322281033287520259"
"x1314094581886136324","x1322281033287520259"
"x1356233052","x1322281033287520259"
"x1065663507373404165","x1322281033287520259"
"x16975731","x1322281033287520259"
"x3293250334","x1322281033287520259"
"x1318942062427897857","x1322281033287520259"
"x1323918308568190977","x1322281033287520259"
"x1138462438045683712","x1246468973828415488"
"x1345392789845061633","x1322281033287520259"
"x120150956","x1322281033287520259"
"x1436056051","x1322281033287520259"
"x1345627904827404288","x1322281033287520259"
"x390916874","x1322281033287520259"
"x1252225504159191041","x1322281033287520259"
"x1079445113342971905","x1322281033287520259"
"x1446712556","x1322281033287520259"
"x1315899950493052928","x1322281033287520259"
"x1283812069280808960","x1322281033287520259"
"x886634208541757441","x1322281033287520259"
"x1317507338492911621","x1322281033287520259"
"x1321072751013220352","x1556419213"
"x1343242623901958144","x1322281033287520259"
"x905441206460715009","x1322281033287520259"
"x394085744","x1322281033287520259"
"x1079757911633653760","x1322281033287520259"
"x1243248756985868291","x1246468973828415488"
"x1241675061393797126","x1322281033287520259"
"x1311283606862602240","x1322281033287520259"
"x1270612896146493441","x1329835359207821313"
"x1231682206059433984","x1322281033287520259"
"x1231682206059433984","x1322281033287520259"
"x1309686926551678978","x1322281033287520259"
"x76665370","x1322281033287520259"
"x903168608049737728","x1322281033287520259"
"x789845232","x1322281033287520259"
"x1070585551328346113","x1322281033287520259"
"x1343881853925732352","x1322281033287520259"
"x1346224324710178817","x1322281033287520259"
"x1311030987577528321","x1161114194755952640"
"x270147755","x1322281033287520259"
"x4631404936","x1246468973828415488"
"x967909432549101568","x4526573206"
"x1289549404484128768","x1322281033287520259"
"x419682561","x1322281033287520259"
"x2946162522","x1322281033287520259"
"x1192974381070344192","x200659061"
"x715398895635791874","x841979802357764097"
"x1346572977844989952","x1322281033287520259"
"x386239478","x1322281033287520259"
"x2734412001","x2882771723"
"x1282974761862205440","x2882771723"
"x127283816","x2882771723"
"x1135452025792147456","x2882771723"
"x767758540903739392","x2882771723"
"x297332483","x2882771723"
"x82362270","x276914775"
"x2456193176","x1161114194755952640"
"x912028147","x1246468973828415488"
"x884124008618315777","x1329835359207821313"
"x593637147","x1322281033287520259"
"x1244716894671732738","x1322281033287520259"
"x610231648","x1322281033287520259"
"x424492824","x1322281033287520259"
"x1355946268971966464","x276120646"
"x332824252","x422488764"
"x3072000343","x1290247728790933505"
"x1141712354062884867","x1317183887550914563"
"x1233489851267387392","x1068914138062180352"
"x1213965242092285952","x991276448"
"x1230584750861115398","x991276448"
"x2919453322","x991276448"
"x1307725729","x1322281033287520259"
"x4375564935","x1087112984541966336"
"x1264909878356774916","x1249598490478592000"
"x1318251523751772162","x1237488576318840834"
"x1246468404401311747","x1249598490478592000"
"x1319377796414771200","x1237488576318840834"
"x1250668337085939712","x1249598490478592000"
"x472180197","x1249598490478592000"
"x3001211062","x1249598490478592000"
"x1171408220","x1237488576318840834"
"x2230569512","x1249598490478592000"
"x1317564223401218048","x1249598490478592000"
"x1200056929587994624","x1249598490478592000"
"x2860878915","x1237488576318840834"
"x885784252842946560","x1237488576318840834"
"x1267121558067326977","x1249598490478592000"
"x4204436511","x1237488576318840834"
"x563720164","x1237488576318840834"
"x1064145262975827970","x1237488576318840834"
"x2617583049","x1249598490478592000"
"x854390550715392002","x1237488576318840834"
"x1248722870404026369","x1249598490478592000"
"x2294802405","x1249598490478592000"
"x1314301767509778457","x1249598490478592000"
"x630190170","x1249598490478592000"
"x981580611675664390","x1239237935230332928"
"x821101720340152320","x1237488576318840834"
"x1166130295","x1237488576318840834"
"x211551972","x1249598490478592000"
"x1089559426447695873","x1249598490478592000"
"x845912235075682304","x1237488576318840834"
"x912998931025530880","x1237488576318840834"
"x930930849708761088","x1237488576318840834"
"x735895796458086401","x1239237935230332928"
"x1299370654337306630","x33962372"
"x1057311043519741954","x33962372"
"x1329106962718527488","x33962372"
"x610629059","x33962372"
"x2222927797","x2649991"
"x305586151","x33962372"
"x802111646","x33962372"
"x936397851164278786","x33962372"
"x287557798","x33962372"
"x456934794","x2649991"
"x3000945173","x33962372"
"x1896310374","x33962372"
"x2869340604","x33962372"
"x631486246","x33962372"
"x843815880727445504","x33962372"
"x262554664","x33962372"
"x573829733","x33962372"
"x4349835335","x33962372"
"x1047371538012536832","x33962372"
"x111598370","x33962372"
"x2358410753","x33962372"
"x975721379910881281","x33962372"
"x4818382805","x33962372"
"x753715123500515329","x33962372"
"x763349132065009664","x33962372"
"x1277980002760318979","x33962372"
"x2416058143","x2649991"
"x1259636523412140032","x217750713"
"x1344275995088605185","x217750713"
"x1426405802","x217750713"
"x1262058650388103173","x1310099081960849408"
"x1219252360930832384","x217750713"
"x1243419301849124866","x33962372"
"x801440695542251521","x217750713"
"x255555303","x33962372"
"x1333318970217172993","x33962372"
"x1192802053","x33962372"
"x940612235696721922","x33962372"
"x557564805","x33962372"
"x843221358","x33962372"
"x1355476599571931142","x33962372"
"x1256276191591501827","x33962372"
"x1260306632560566274","x217750713"
"x3235789245","x33962372"
"x2189972713","x33962372"
"x1237488576318840834","x33962372"
"x1351894461412990977","x33962372"
"x1317472398308986880","x1085150157161795585"
"x1642124804","x1189858393479163904"
"x1244313878529441793","x217750713"
"x886191805603221504","x33962372"
"x1323266585595924480","x1085150157161795585"
"x1124042489604734976","x217750713"
"x2730866079","x33962372"
"x33962372","x33962372"
"x495157827","x33962372"
"x256988277","x33962372"
"x837331497841479680","x33962372"
"x2946162522","x1334587489248534528"
"x999116830974337024","x1237488576318840834"
"x115505743","x33962372"
"x3203639873","x217750713"
"x4821082785","x33962372"
"x422493641","x33962372"
"x637259252","x33962372"
"x112153936","x33962372"
"x2328788477","x1212833888407437312"
"x890494213829296128","x33962372"
"x993784228805570560","x8350912"
"x159968819","x69331812"
"x2328788477","x936724598342680578"
"x2464135300","x33962372"
"x2963011007","x33962372"
"x1311030987577528321","x389718282"
"x905376087080931328","x201387191"
"x1212691569884594179","x201387191"
"x1041346920491307008","x33960395"
"x33960395","x33960395"
"x861083004","x201387191"
"x1314899006519115778","x1556419213"
"x1093386661617156096","x147283300"
"x1381367533","x936724598342680578"
"x1014224002401947648","x936724598342680578"
"x562277180","x936724598342680578"
"x2301261806","x936724598342680578"
"x713105325403013120","x736118710507872256"
"x1243184000778338304","x1068236639871340544"
"x4105504577","x1100521572547395584"
"x1314281486913339397","x1161114194755952640"
"x1200056929587994624","x1161114194755952640"
"x708110847747477504","x147283300"
"x103223236","x48614245"
"x18304652","x48614245"
"x364256253","x48614245"
"x1319986835909709827","x48614245"
"x1212471002069782528","x48614245"
"x49312650","x48614245"
"x2652722733","x48614245"
"x422646885","x48614245"
"x1126034972131975169","x1317109303539617793"
"x1592781314","x1236362090689986566"
"x332824252","x422488764"
"x488700754","x488700754"
"x2458524458","x1236362090689986566"
"x4387529422","x4535481335"
"x1438378508","x4535481335"
"x1000054742968684551","x4535481335"
"x4015992617","x4535481335"
"x1680873980","x4535481335"
"x572908569","x4535481335"
"x716149136","x4535481335"
"x53930961","x4535481335"
"x2232117081","x4535481335"
"x1324983626031882240","x4535481335"
"x1333076846406234115","x4535481335"
"x856796338402586625","x1329886815545925633"
"x1032849138","x1329886815545925633"
"x1311555023395000320","x4535481335"
"x1118201765596487680","x1329886815545925633"
"x847918942131769344","x4535481335"
"x1312872040291012608","x14151972"
"x322298346","x4535481335"
"x771241998","x4535481335"
"x768976342369071105","x1336381549374267393"
"x2268708474","x4535481335"
"x493808545","x14151972"
"x1314095074939211781","x4535481335"
"x1543813320","x4535481335"
"x2747758595","x4535481335"
"x1600461536","x4535481335"
"x1333458255104847872","x4535481335"
"x1128277613808635905","x1329886815545925633"
"x3391859487","x4535481335"
"x1321072751013220352","x4535481335"
"x1425908448","x4535481335"
"x2285717954","x4535481335"
"x767465023023247360","x4535481335"
"x2977749105","x14151972"
"x1329826868783173632","x1329886815545925633"
"x906524593715912704","x1329886815545925633"
"x905748428977733632","x1329886815545925633"
"x841282613998379009","x1322281033287520259"
"x1251582041860255744","x1329886815545925633"
"x739537761028411392","x1329886815545925633"
"x1331419669496991746","x4535481335"
"x1235252901448212481","x1239237935230332928"
"x1180344534355648512","x1239237935230332928"
"x1129855268215566336","x1329886815545925633"
"x2295601431","x1239237935230332928"
"x1163755788835405824","x1239237935230332928"
"x1192190111003369473","x1329886815545925633"
"x1311590961550684161","x14151972"
"x548260616","x853852554211581952"
"x1239125219366895616","x1329886815545925633"
"x2718698920","x217750713"
"x904349491","x1316735204229369869"
"x286840245","x403328789"
"x1295604112600555520","x4919454699"
"x1327585064541106177","x403328789"
"x1278889999","x299938723"
"x1868993652","x299938723"
"x1241669749","x403328789"
"x403584420","x936397851164278786"
"x1355797231408971776","x38395124"
"x2789790519","x38395124"
"x1145995544","x38395124"
"x1167785443838046208","x38395124"
"x223064440","x38395124"
"x757871055545442304","x38395124"
"x1082307194635382784","x14151972"
"x991183106","x38395124"
"x897879408","x38395124"
"x332824252","x38395124"
"x1019867000","x38395124"
"x520917437","x38395124"
"x97310205","x38395124"
"x1241450957763944449","x165012598"
"x1333103744922361856","x403328789"
"x159968819","x69331812"
"x159968819","x69331812"
"x1855517982","x38395124"
"x473602329","x38395124"
"x1308887936943960066","x38395124"
"x1348722107535003648","x1329886815545925633"
"x532362599","x403328789"
"x745167403525382145","x1017088840526376961"
"x1017088840526376961","x1017088840526376961"
"x276487429","x1017088840526376961"
"x219294571","x1017088840526376961"
"x101791942","x1017088840526376961"
"x1294226114253070336","x1017088840526376961"
"x565318451","x1017088840526376961"
"x1206136414963982336","x1017088840526376961"
"x1097523424472297472","x1017088840526376961"
"x391920857","x1017088840526376961"
"x1446206797","x1017088840526376961"
"x1272206624111951872","x1017088840526376961"
"x1255480856833114115","x1017088840526376961"
"x958637171115732992","x1017088840526376961"
"x1250856215946682368","x1017088840526376961"
"x40908626","x1017088840526376961"
"x871426287289741312","x1017088840526376961"
"x129227323","x1017088840526376961"
"x1221413872357330944","x1017088840526376961"
"x429876308","x1017088840526376961"
"x139140174","x1017088840526376961"
"x840880831459676160","x1017088840526376961"
"x1081245138519814148","x1017088840526376961"
"x4399077513","x1017088840526376961"
"x1322803123006689283","x1017088840526376961"
"x1242864071210422272","x1017088840526376961"
"x1145767737442144265","x1017088840526376961"
"x211607083","x1017088840526376961"
"x1197829177753374720","x1017088840526376961"
"x2462035774","x1017088840526376961"
"x1272217799771987970","x1017088840526376961"
"x1206508647272108032","x1017088840526376961"
"x1275443336812335104","x1017088840526376961"
"x316605913","x1017088840526376961"
"x703167301575536640","x1017088840526376961"
"x724683935465242625","x1017088840526376961"
"x1221036950913798144","x1017088840526376961"
"x2352104766","x1017088840526376961"
"x1337387785892794369","x1017088840526376961"
"x205300084","x1017088840526376961"
"x767465023023247360","x1017088840526376961"
"x1252556511274024961","x1017088840526376961"
"x1195772582768893952","x1017088840526376961"
"x1632917286","x1017088840526376961"
"x572705174","x1017088840526376961"
"x1223232901468258306","x1017088840526376961"
"x715620364118855680","x1017088840526376961"
"x948870095442448384","x1017088840526376961"
"x2280826748","x1017088840526376961"
"x1235692866732728320","x1017088840526376961"
"x1342833595761762305","x1017088840526376961"
"x1233007766761082885","x1017088840526376961"
"x3111962757","x1017088840526376961"
"x3031130968","x1017088840526376961"
"x956125433292050432","x1017088840526376961"
"x962442438467096578","x1017088840526376961"
"x1124042489604734976","x1017088840526376961"
"x2359480333","x1017088840526376961"
"x1314094581886136324","x1017088840526376961"
"x4355640137","x1017088840526376961"
"x1283399008791273475","x1017088840526376961"
"x716190004402372610","x1017088840526376961"
"x4852926016","x1017088840526376961"
"x224419316","x1017088840526376961"
"x1242656949570863107","x1017088840526376961"
"x1317830237749710849","x1017088840526376961"
"x848842186061991936","x1017088840526376961"
"x1966588514","x1017088840526376961"
"x1275474311650959363","x1017088840526376961"
"x1189841167959101442","x1017088840526376961"
"x1214614072760655872","x1017088840526376961"
"x901500109019648000","x1017088840526376961"
"x831421559587889152","x1017088840526376961"
"x166506012","x1017088840526376961"
"x1307725729","x1017088840526376961"
"x849509006943059970","x1017088840526376961"
"x785771328855019520","x1017088840526376961"
"x1321145770037420032","x1017088840526376961"
"x159968819","x69331812"
"x4209673155","x1017088840526376961"
"x1255908980523745281","x1255908980523745281"
"x835455418554003456","x1255908980523745281"
"x3760384577","x1255908980523745281"
"x1251077843901087744","x1255908980523745281"
"x1184244617266585600","x1255908980523745281"
"x1357084189288525832","x1017088840526376961"
"x1300321032","x1017088840526376961"
"x508859323","x1017088840526376961"
"x1207311199106408453","x1017088840526376961"
"x351924447","x1017088840526376961"
"x1215693459409063942","x1017088840526376961"
"x4821082785","x1017088840526376961"
"x1275215395549589507","x1255908980523745281"
"x2436868567","x1333801820896907265"
"x557756984","x1017088840526376961"
"x2762266032","x38395124"
"x114798804","x1255908980523745281"
"x1085308531300098048","x1255908980523745281"
"x1249748595282186240","x1323676034282246145"
"x736414651664224256","x1017088840526376961"
"x1315060569314070528","x1017088840526376961"
"x948578472372441088","x1017088840526376961"
"x1310818440324747264","x1017088840526376961"
"x1086078760527556608","x1017088840526376961"
"x1863715879","x1017088840526376961"
"x1286020971581911042","x1017088840526376961"
"x1318103441655386112","x1017088840526376961"
"x258861403","x1017088840526376961"
"x390285031","x1017088840526376961"
"x3005252417","x1017088840526376961"
"x1184244617266585600","x1017088840526376961"
"x1308435003320209415","x1017088840526376961"
"x1321092792","x1017088840526376961"
"x1195399939288977409","x930875353"
"x815687520306470913","x1017088840526376961"
"x105143605","x1017088840526376961"
"x1301890733897650176","x1017088840526376961"
"x766283464903626752","x1017088840526376961"
"x860632369564438528","x853852554211581952"
"x1015174510251823104","x853852554211581952"
"x1266767138825605120","x1348565607017574400"
"x1327221782487691264","x1017088840526376961"
"x1479773167","x853852554211581952"
"x1206147055804174336","x853852554211581952"
"x902836185965502466","x853852554211581952"
"x94376771","x1263376362372501510"
"x1219925121646891008","x1263376362372501510"
"x1232022798291423235","x1017088840526376961"
"x811292970","x853852554211581952"
"x1232022798291423235","x1263376362372501510"
"x303676233","x853852554211581952"
"x2389771008","x1263376362372501510"
"x3053786963","x1263376362372501510"
"x1355492123521540100","x1017088840526376961"
"x438992920","x853852554211581952"
"x1275160441992478721","x1017088840526376961"
"x1259648292545269761","x853852554211581952"
"x1064829321381113856","x853852554211581952"
"x2956311010","x1017088840526376961"
"x1346499775013806084","x853852554211581952"
"x1349010123755315207","x2907408203"
"x1316750307242766336","x2907408203"
"x1259636523412140032","x2907408203"
"x1327710454743961604","x2907408203"
"x984434432546308097","x1017088840526376961"
"x162002420","x2907408203"
"x1354006651381100546","x2907408203"
"x820773888137240576","x853852554211581952"
"x920584302840213504","x2907408203"
"x767465023023247360","x2907408203"
"x999288752370606082","x2907408203"
"x2873954575","x2907408203"
"x1314310931384541187","x2907408203"
"x856814072125427713","x2907408203"
"x738055688153358336","x2907408203"
"x722724865522933760","x2907408203"
"x1037674513020923904","x1017088840526376961"
"x1353682503639461888","x2907408203"
"x1311340197746020356","x2907408203"
"x836895082867478532","x853852554211581952"
