"id","label","location","sentiment_score","followers_count"
"x1111026616120025088","claude_le_moal","France",-1,727
"x1349419263275233286","AlphaNews_FR","France",5,710
"x76328681","GillesDauxerre","France",6,1900
"x1438378508","LaNabote","France",5,2284
"x467318410","gmelody1","France",0,3109
"x493170552","Nandilaure","France",4,3413
"x379410773","doclamarre","France",4,5536
"x2369361330","momotchiii","France",31,14513
"x1578782359","Mediasinfos","France",5,18770
"x806445400639111168","XavierMauduit","France",4,18945
"x776021935771807744","CedricMas","France",5,20713
"x765957157175058432","24hPujadas","France",7,26900
"x3306815273","RevPermanente","France",4,34313
"x15658101","SudRadio","France",10,54434
"x96090970","PCF","France",4,55214
"x8350912","Le_Figaro","France",19,3384270
"x1349366487891501057","Qui_dit_Vrai","France",3,2
"x889241500047069189","ben_quick777","France",1,3
"x1163410898775629825","LiveKlen","France",3,3
"x1359663550957039620","Stphani77858269","France",8,24
"x912604899141197825","sandrine_rachez","France",3,8
"x1315355920457760768","FriedrichKohl1","France",3,16
"x747702988714704896","SackripanT","France",3,19
"x557208691","docnono2000","France",-9,28
"x1247647964652359680","MgnChris","France",3,25
"x1305062201477271552","TitlapinP","France",3,29
"x1328842186847367169","Vince17_17","France",3,34
"x385476557","Leseinomarin1","France",-3,38
"x844395785034838019","NavigateurP","France",3,36
"x1258017146","Rignault5","France",3,36
"x360523951","T_A_Anderson__","France",-5,39
"x1185199423262986245","ADN46519922","France",3,39
"x1334537961527013378","gaetannice","France",3,49
"x1042394138992435200","GacheStella","France",3,55
"x1215153699728785409","obiterdictuum","France",3,55
"x1004007822","News247fr","France",4,58
"x3917392222","marilynlabasque","France",5,64
"x472919442","uncitoyen1","France",3,64
"x127122370","Horustouti","France",1,70
"x1320452947772379141","PTerraterre","France",7,87
"x764835348140687360","dailybobbybotom","France",3,93
"x1000481385579151360","jerem_72444","France",4,104
"x991993775974174721","Bonnan13","France",3,104
"x99517501","pierraf","France",3,113
"x15762440","alexis_ferrero","France",3,116
"x833791537821650946","PHILM7777","France",4,127
"x1033059046742519808","F1000pounds","France",3,119
"x1131983253886382080","pctjte","France",3,126
"x563406533","chuiuncouillon","France",3,132
"x1328343689526202371","GSK_FR","France",3,137
"x479980548","Arsnpo","France",3,141
"x143827373","Ariane56","France",3,143
"x1283294570613178368","Lemachiniste2","France",5,145
"x966710411620909056","hyxx_or","France",4,152
"x927848702391275520","chezpasdur","France",8,173
"x361507437","MWN_BEN","France",3,160
"x756564664553705472","jacomarco04","France",2,180
"x1347939129892462592","CitiZen_RR","France",3,185
"x2180443336","DestDestais","France",3,187
"x1311032864759308290","NiouzesFr","France NiouzesFr",5,193
"x1069266575906226182","ChristianSean17","France",3,198
"x339581928","urls_fr","France",5,201
"x759873092","jjdonzeaud","France",4,218
"x2803435296","mag_magnier","France",4,230
"x83701865","ProfitJim","France",5,235
"x3405431867","Lorencia_Win","France",-4,241
"x1224140738","elca_92","France",3,257
"x3720058461","menad_ait","France",3,264
"x3246258225","Actusante_net","France",4,301
"x749565826697682944","christi13per","France",3,306
"x757245882","Gawake2020","France",7,318
"x377320845","Aviaponcho","France",4,320
"x1096440014018359297","Miette_Poete","France",3,339
"x1054819552696197122","ScheinbergN","France",3,349
"x793201116527882240","mcflydoct","France",3,348
"x308462609","drac_miss","France",3,352
"x978533697606561792","Filieris","France",3,360
"x995002926446850049","zanfr","France",7,372
"x210569435","masantefacile","France",7,368
"x912422012794081281","Gabriel77265734","France",4,370
"x182819376","Brindmine1708","France",3,429
"x811933710","kerdan","France",6,437
"x195869573","CoeurJoly","France",6,481
"x3088748631","Medecin2famille","France",-2,504
"x385869391","fabiennelabarou","France",12,565
"x1216537392","zetalo9","France",3,545
"x305688975","Garcon_Bruno","France",3,550
"x2328788477","evarev1","France",15,578
"x1314836224570466304","ORNBTC","France",12,671
"x311119089","mamyliberte","France",3,638
"x18025004","tshirtman","France",8,651
"x1324747740425965568","FRCOVID_19","France",6,697
"x191493962","Smokin093","France",3,800
"x893547221223964673","CarolineBergma8","France",1,821
"x1160651975203205120","SebCiszewski","France",3,960
"x3392616665","globeechos","France",2,979
"x1293120158484107269","La_BonneActu","France",4,1686
"x74902817","Fosfore","France",6,1387
"x1239665968277860352","Pacharlotte3","France",8,1605
"x1016915990737838080","CuriousKd2000","France",21,1449
"x3107999327","1000histoires","France",5,1578
"x841248092636737536","Alter__Egaux","France",3,1582
"x1060560007077511168","foodevo_lefilm","France",1,1697
"x964152217291902977","MonnaieCryptoFR","France",9,1921
"x14797919","GiCi","France",5,1774
"x252374864","Reinette47","France",3,1776
"x259846705","Tenno1er","France",3,1927
"x435942830","ErwanMorice","France",3,2286
"x368332505","sepemindustries","France",7,2921
"x2854877732","docteurniide","France",4,3453
"x1560015996","JPRignault","France",4,3541
"x48691824","Ibra_Amirat","France",3,3972
"x7930632","mediasconcept","France",3,6471
"x1315019859147853824","Cote_Science","France",6,7911
"x560425542","nicoleodera","France",1,7226
"x4556183129","MarcGral","France",5,7758
"x2423412582","eduardomackenz1","France",3,8485
"x714600723430805506","bifrance","France",3,10355
"x78075582","erenault","France",3,15835
"x437774410","DussolAlexis","France",6,16741
"x20229856","TomsGuideFR","France",2,19589
"x117459814","jdflaysakier","France",9,34841
"x221059325","leQdM","France",5,41655
"x36026024","francebleu","France",10,76653
"x123830541","RMCinfo","France",8,247159
"x34294667","RTLFrance","France",11,976826
"x364513528","LeHuffPost","France",19,1165999
"x15892162","ParisMatch","France",7,1281356
"x18396319","CNEWS","France",16,1791618
"x133663801","BFMTV","France",59,3030229
"x612098001","nollizah","France",2,0
"x1265002831372828682","JohnLuigii","France",3,2
"x1354487325808611334","MelayGey","France",2,3
"x1346127836709576705","Passalouest","France",2,5
"x1221407526702518272","cocoasti2",,2,5
"x1319986835909709827","barbatrucmuch","France",2,7
"x1242833755141701638","PyvesRognon","France",2,9
"x1353125091643633664","NancyLaurent15","France",1,148
"x800708013807939584","Sebouille60130","France",2,9
"x1341819802621505537","AbelinBonnel","France",2,12
"x467792791","MissTeacher75","France",2,12
"x743198951269109760","Bennia58","France",2,15
"x1153220711181430784","PinguTURBONRV","France",2,20
"x726174718747901953","Damien232239431","France",2,29
"x434318853","NenadZiv","France",6,35
"x1217896916656316424","baba_01234","France",2,37
"x1325154643614203904","SophieL57524850","France",3,87
"x2734200091","jerome_hrdy","France",2,43
"x748424873370914816","Ambisome","France",-4,51
"x2372104719","cyrildelfour","France",2,45
"x1248894506780495872","cma19600","France",-3,45
"x1351467154433060864","ASouveraine","France",2,50
"x1147607612344721408","123_INFO_BE","France",3,55
"x743351092931493889","Proserpine661","France",3,57
"x1539565406","dipsuftrac","France",0,90
"x834358331317899265","healthxpertise","France",2,65
"x257209248","christo76113245","France",2,68
"x120150956","Figalbe","France",3,88
"x825056828178432002","lagazelledecb","France",2,74
"x1274279374309789697","Citizus1","France",2,87
"x838031725951397889","FBAR18000","France",1,96
"x39610032","Nilgoshka","France",2,96
"x1252732573979205634","fredeyragues","France",1,98
"x1221809201615458304","MeyreAline1","France",4,100
"x277021528","webornot","France",2,104
"x1275237864687665153","Paulinepao5","France",2,106
"x1325118787931271168","ROriginel","France",2,108
"x2957568250","Chamchamat","France",4,117
"x454131844","ndoyec","France",2,109
"x340553491","Rylou76","France",2,109
"x903571211241881600","Mermoz718","France",2,110
"x50980243","GriChon","France",1,111
"x379245347","fredycours","France",3,118
"x784456612199170048","Julielisesabeth","France",2,121
"x2431519184","PhilippCoulon","France",5,125
"x923420136274579456","herdlon","France",2,128
"x1349046730650750977","SocieteSfa","France",2,136
"x379909098","B_DVL","France",2,142
"x451509031","Verrecp","France",0,154
"x104757952","jcd92410","France",3,164
"x303480410","MedDesVoyages","France",2,165
"x1115588421966151680","EJf2c","France",2,206
"x391182753","rmontard","France",2,184
"x969211678800957440","leochampion02","France",2,199
"x57747779","aladinspace","France",2,212
"x893821890002857984","Mikapsg1546","France",2,227
"x1315291576235692032","antipeur","France",4,239
"x306050434","fayzaby","France",2,252
"x4189374635","stephlekoala54","France",2,291
"x390916874","Manoudu19","France",5,347
"x1068153838132183041","manicheen","France",2,309
"x1020977034896584704","Fukowll","France",2,317
"x599904313","Israelscience","France",2,346
"x107199423","menderes_aslan","France",2,351
"x1147063119581241344","fr_mbs","France",2,353
"x113055268","DM_66","France",2,367
"x766363489405403136","L3Jok3r","France",3,375
"x870239102968483843","blanco361","France",3,392
"x123228668","arata_sk8","France",2,389
"x475877287","Wendyleblog","France",1,434
"x2151745795","Myasthenie_AMIS","France",6,447
"x698320190442967040","BuzzInsoliteFr","France",2,451
"x1290247728790933505","butalorsyouare1","France",-12,469
"x173097516","_barbizarre","France",2,491
"x447790522","pistachenoire1","France",1,518
"x1024743265361440768","PomerolsG","France",-2,569
"x815588706493104128","MagCarco","France",1,558
"x706137994235879424","Infos_defense","France",2,607
"x41677598","andre78fr","France",2,674
"x845673415734374402","Alphamax14","France",-6,747
"x52326023","ArtenFrance","France",2,718
"x2219706343","espoirdansbas","France",2,722
"x47798761","zebusrose","France",2,723
"x983687538991947776","henririchert","France",1,824
"x18718117","didier_bonet","France",2,854
"x2684705295","deslnformateur","France",5,869
"x1329502776880193537","Le_Chemin1","France",4,1125
"x35938878","oqaqiq","France",3,1103
"x162307395","Isatagada","France",2,1109
"x1230891354441572352","PerleDAuvergne","France",2,1110
"x735425120076992512","TylskiA","France",2,1217
"x173097559","RomainFougerat","France",0,1284
"x1139893564454985731","AubeDigitale","France",-2,1391
"x50020266","lincepost","France",2,1317
"x838489308143190017","Soniadoubi655","France",-46,1331
"x112619756","glenaour","France",0,1393
"x3806412508","leila_babes","France",2,1399
"x57423046","MichelBOfficiel","France",2,1412
"x90217262","TheITWatcher","France",-2,1427
"x81167940","Aleajactaest31","France",4,1490
"x814721822","gazettelabo","France",2,1536
"x814182554010062848","Asso_Mediapi","France",2,1593
"x1239483908917518336","PascalMarichal1","France",2,1785
"x1016941295040892929","volt_france","France",2,1800
"x621792627","Mart_Inangel","France",3,1866
"x1893802698","VinSouffleux","France",2,2158
"x2865548981","txipironcito","France",-1,2367
"x272455045","NicoVesco","France",2,2375
"x1326660319465312256","ConflitsPress","France",2,2494
"x1106324256","menefrancis","France",2,2528
"x32940416","dingerjoe","France",2,2821
"x116101512","lopezthe","France",2,2841
"x1263198860995956737","_Bella_Leroux","France",2,2860
"x819455136527486976","CAudigierValett","France",4,2867
"x3912450087","danedefrance","France",1,2879
"x463116301","LesVoituresCom","France",2,2948
"x3011815072","Kernunnos","France",1,3357
"x398592983","recherche_anima","France",2,3833
"x912028147","janyabadi","France",10,4452
"x377019839","Renalooo","France",-3,4680
"x32196016","HenriRouillier","France",2,5388
"x40020957","cafeyn_fr","France",2,5544
"x57711739","mimiryudo","France",6,6504
"x2294568384","LeGene_hebdo","France",5,6772
"x1046678381536964636","NewsInt_","France",2,6778
"x303063531","WikistrikeW","France",4,6871
"x34594366","gdedurat","France",2,10302
"x69290737","Afropages","France",6,13617
"x2907408203","PhilippeMurer","France",-8,14539
"x1062458079470600194","collCartonJaune","France",2,20434
"x869254258377584640","BioHospitalix","France",2,21624
"x107096758","Boursier_com","France",2,22148
"x1917715891","Reveident","France",-10,26129
"x81792981","HOSPIMEDIA","France",4,32184
"x398785825","DIVIZIO1","France",1,41395
"x24367790","laReclame","France",8,59870
"x94585213","Allodocteurs","France",1,93687
"x971820228","ConflitsFrance","France",3,133543
"x46401677","Telethon_France","France",4,142627
"x114512948","GG_RMC","France",2,223793
"x1348611090494738432","LaurentBiguet","France",1,0
"x50945544","J64600000000","France",-1,0
"x1279154032679030784","LivrePenseur","France",1,1
"x963388245202612224","woof_chris","France",1,2
"x2909060571","ApraWelch","France",2,3
"x1239693985570062336","Net_nordine","France",1,4
"x3871963535","FereshtehBarei","France",-4,6
"x1304793813660114945","lina_75000","France",1,6
"x1347149219254165507","UPR_Rineau","France",1,7
"x1368963610291101697","OffLalanne","France",1,7
"x976132314446073856","JacquesBoin","France",1,8
"x1385572304","dw_nicholas","France",1,12
"x900993124377309185","LeandreCn","France",1,13
"x14989030","Fushia","France",0,14
"x4887688475","ErgoEhpad","France",1,14
"x1351970198614659073","BriecFabrice","France",1,15
"x389776507","quelaiyne","France",0,15
"x219294571","FeelynaDarklyn","France",1,17
"x1130803279","meidhi2000","France",1,17
"x333550470","PCcile","France",2,20
"x1263105839218507776","anniefelicef","France",-3,20
"x513628829","Julien_Smog","France",1,21
"x205746261","benjamin0290","France",3,22
"x488590510","sealsJR","France",1,24
"x1127481724802359296","erval83","France",1,24
"x3942766162","RucherTarantino","France",1,25
"x636142547","carlainfanta","France",1,25
"x3660835635","mistetl127","France",0,28
"x1855085718","BudLeetwood","France",0,42
"x519225899","LamiLarry","France",2,45
"x998621981116370945","G33K78","France",1,47
"x1009592076","koupakoupa","France",1,48
"x480383975","plcxyz1","France",1,48
"x1195387756773609474","AdelineGrignon","France",1,49
"x3555562696","Loptimiste_","France",1,50
"x2704392432","Franck3E","France",1,51
"x989256855707844610","JG7MULDER","France",1,55
"x123038681","PATRICE_GARAT","France",1,59
"x920154984150380544","Haylloh","France",1,59
"x81042846","legeantbleu","France",1,62
"x1134862717","Lets_go9999","France",2,66
"x862637165536268288","EstelleB73","France",-6,76
"x104478608","_nali_roca","France",1,72
"x1243533048513167360","Anjie63705791","France",2,80
"x235673623","jacquesbp","France",1,74
"x1060335336918839296","1erMamene","France",-3,85
"x1081871398774194176","Woulf_","France",2,79
"x1344058415312732162","DagostinoJordi","France",1,84
"x1228592191020380166","Light03048974","France",-3,82
"x1325184318164099074","BlyBena33","France",1,89
"x464878013","arnaldur1","France",-1,93
"x539834931","gwingwenn","France",1,93
"x297996799","bashaslavinska","France",1,97
"x4823406015","0livier_Lefevre","France",1,98
"x236882387","fran_lejeune","France",1,109
"x442944484","Photoscopie","France",1,112
"x1330440020847685637","ByGossipPeople","France",2,118
"x1284929602922717185","_lobsvrt","France",2,118
"x949058431478099968","LSerebif","France",1,120
"x3157859355","naturorama_fr","France",1,125
"x544184382","GAUTIERDaniel1","France",1,128
"x1131323342","RPdeFrance","France",1,135
"x267021319","Mekkiceh","France",1,136
"x768447807095181313","Porglo","France",3,139
"x2376842407","ReveilCommunist","France",1,137
"x68669461","sdecaux","France",1,138
"x1192757531904544768","ObsContinental","France",2,158
"x841005909048463362","phil899422","France",1,147
"x1329977342","SalaGoal","France",1,149
"x846336691895963648","Nq1R0d","France",1,162
"x1038715216903725056","BigSuis","France",-12,177
"x957674531036041216","lez_marion","France",-7,183
"x1309904922998120449","FranceJojoin","France",1,197
"x184507279","jsp1963","France",-1,210
"x63599424","Leo_Bardon","France",1,198
"x1067081500779257856","MissionRGPD","France",1,201
"x846540859784990721","zorah_lille","France",1,201
"x3711460575","saphorocoeur","France",1,209
"x360454903","cyrillethiebaut","France",1,206
"x1307430712077881345","Turquoise736","France",1,207
"x1317036087420878848","PartadeX","France",1,207
"x11689802","Adicie","France",1,220
"x2605679429","RChamot","France",1,225
"x71190495","Minuialeth","France",1,245
"x969577897592803330","PasEnMarche","France",1,254
"x59713888","jejedu67","France",1,261
"x760714521971490816","AOppresso","France",1,263
"x1127958111191478272","laurencePerrin3","France",-3,282
"x1173188019404320768","Remo21122012","France",1,273
"x3192223162","billetsdudr","France",1,274
"x1250700286596976641","rognologue","France",-6,304
"x4217814719","Simesss67","France",1,287
"x1109586882491543553","EdenballRehos","France",1,290
"x1324976638631817216","Ashley_Robert_","France",1,290
"x91792123","victoirew","France",1,310
"x456710843","Demosthene37","France",0,325
"x2451915874","xxx_pcathy94","France",1,368
"x1022448788617809921","Donimico1","France",1,378
"x4181798891","gj_encoleres","France",1,393
"x26582589","psolere","France",1,403
"x3432454785","Aide_Aurore","France",1,418
"x1539024998","dommajeur","France",2,420
"x3245293744","Sa_marcande","France",1,427
"x800457506203963392","livertjsmax","France",-2,447
"x494163142","rudybancquart","France",1,446
"x732081506018050048","annickrippe1","France",1,467
"x1683582716","malloryandlace","France",1,492
"x1090680067","JmValette","France",1,496
"x861726708","lauura_24_","France",1,504
"x513645207","6Gwen","France",2,527
"x1268510806347579393","AuxParole","France",1,553
"x599975128","homoneandertal","France",1,581
"x157825257","n6g6c","France",1,587
"x436024784","ylespinay","France",2,614
"x964854278895652866","numrdv","France",3,632
"x30925583","NightHaunter","France",1,626
"x965670565049786368","Uranie83645087","France",-1,661
"x1037828451523276800","proy_de","France",1,644
"x122967523","juillet71","France",1,649
"x1072576330288504833","MRLTine","France",-1,665
"x303059283","SMJfromfrance","France",1,651
"x422651329","MrAdrien79","France",1,659
"x866093278248218624","mimikalista","France",1,667
"x160293934","LO974","France",1,682
"x1061913669074907138","CultureGPodcast","France",1,686
"x360576553","mutuellesinfo","France",1,688
"x1096725612008558592","GD_Colibri","France",1,692
"x1000436211163516928","Cloo8_","France",1,697
"x414921550","ChristianLauro","France",1,698
"x287734431","ChristinaHell","France",3,741
"x572371867","chirpichirp","France",1,747
"x972439140","ledlm596275","France",-6,786
"x1959439052","madocdoc","France",1,797
"x4765923393","123_INFO_TV","France",1,824
"x1099580926026223616","Raton2Candy","France",1,860
"x998352891827060736","LuganoLubna","France",1,887
"x401461922","aipicur","France",2,908
"x1318434408","tabbye92","France",-6,937
"x1590236736","Clolimay75","France",-2,966
"x1222889694574383104","Complotismus","France",2,978
"x820305840863211520","RemiDamocles","France",1,1020
"x835496306516889600","Enigerfer1","France",1,1115
"x401508453","birisepepito","France",2,1144
"x867404329929592836","alexandrepoulet","France",-1,1148
"x289307912","internetophile","France",1,1175
"x133880146","zglorgy","France",1,1226
"x495871823","pfrasnier","France",1,1231
"x3321426905","simonemarie28","France",1,1245
"x305691002","OUZOUER","France",1,1258
"x802264111799209984","lunatopie","France",1,1262
"x3101880449","lebon80","France",3,1311
"x347234432","froelijosette","France",2,1380
"x1025408335158366214","Krole31","France",1,1382
"x1287642996591206400","venere_sam","France",-1,1494
"x119788782","cgt_obs","France",1,1550
"x1033018664591740928","FranceBis92","France",1,1589
"x1316339702","Sebastiennoffi","France",1,1581
"x958819422","Daliene6","France",1,1604
"x560387104","Sweetibelle","France",1,1844
"x139114151","Marc_Parigot","France",0,1883
"x4725948436","TecHopital","France",4,1944
"x1347475836144939009","CovidTracker_","France",1,1924
"x435861912","cmanicot","France",1,2192
"x589047121","SaleraBenarbia","France",1,2374
"x612829766","ZugolJannone","France",2,2621
"x806032531648905216","AssoInfirmiere","France",1,2690
"x182534097","TheSFReader","France",1,3035
"x539297522","xelibris","France",3,3219
"x945605366980730881","N24France","France",2,3339
"x986883049","Medisite","France",1,3386
"x3320853099","AnguilleSR","France",0,4078
"x432285132","VeroniquePerrot","France",1,4088
"x1853696546","InfoMdia","France",1,4539
"x1867353348","SGoyChavent","France",1,4545
"x1090243514229768192","lefigaroabonnes","France",1,4615
"x510332094","Zeppajacky","France",1,4787
"x806783159794745345","Reseau_CRPV","France",2,5242
"x2361250834","aliciapleure","France",1,5218
"x2469092594","Margherita_PPP","France",1,5265
"x324828742","ePressefr","France",1,5952
"x882280344","JeanLoupSalzman","France",1,6459
"x1440866227","Europhobe","France",1,7869
"x4281568632","AtheismisComing","France",0,7935
"x15657835","RadioLatina","France",1,8023
"x146010723","ShirleyAlmCh","France",-5,8437
"x122960686","Ambroise_Mejean","France",1,8532
"x47893276","Dr_Stephane","France",-2,9396
"x522380758","EconomieMatin","France",1,10966
"x77963355","PatrickLeHyaric","France",1,13484
"x537432117","DeauxJean","France",-5,14375
"x26685449","PasseportSante","France",2,20181
"x8631032","cnetfrance","France",1,22526
"x47348084","PartiPirate","France",2,38695
"x523512413","linfoduvrai","France",1,745471
"x875281287950544896","CBulbot","France",0,0
"x3008349626","sara_arrue","France",0,2
"x837676011680632832","lacourt19999177","France",0,4
"x1354016406141022214","CovidInfos2","France",0,5
"x1233793597042020354","oldgeek70","France",0,5
"x284435973","nidpetitefrance","France",0,5
"x600420821","LamouryN","France",0,5
"x1246850655849000960","OrgoneC","France",0,6
"x865886776300318720","maadov86","France",0,9
"x301634373","4T4hualpa","France",0,9
"x1332483080037281801","m__anis","France",0,11
"x1176517874397130752","LifaaLunya","France",0,13
"x1327708975320666132","Medlavenir_a","France",0,18
"x1676100234","Guitayk","France",0,23
"x1102705163930877952","_Tod_1","France",0,30
"x1325212140953874432","bonreveil2020","France",0,31
"x1247598524293943297","MunschMaxime68","France",0,34
"x1243302355384373249","franckifrance","France",0,36
"x1074271327811444741","Harvestscalp","France",0,37
"x1241692969868165120","IANANTO07298142","France",0,41
"x118835435","_alxis","France",0,43
"x4346503516","PegasusTLS","France",-11,44
"x1313031410354184193","lafleu91240","France",-5,45
"x2537655574","VRAGARU","France",0,45
"x554649087","pmalbr","France",0,52
"x1342097414476484608","ErgoPro32392281","France",-2,61
"x1207246955958681600","AlouhaBert","France",0,67
"x609466464","Swarley2710","France",0,68
"x325348545","MarcelTatane","France",0,72
"x1128277613808635905","lacitedisis","France",-9,77
"x3017112653","evy1966","France",-4,82
"x1329112216151453698","QSeed_fr","France",0,92
"x911254067867000833","TarkFrench","France",0,94
"x1327167635700723712","YannAlanT","France",-1,107
"x2558992675","papillon0162","France",0,108
"x284437115","BaffTech","France",0,108
"x1151135236186525697","CSursum","France",0,109
"x572585656","matagathajane","France",0,111
"x490428714","bluxbaerry","France",0,112
"x21766577","962c","France",0,117
"x572910400","stilllempty","France",0,123
"x1849144447","mvincent54","France",0,124
"x571104488","GOLDORAK54","France",-1,132
"x572523752","phil_clamart","France",0,138
"x1377627254","mjamin92","France",0,140
"x1004449149637611521","3dMachaon","France",0,141
"x2960489374","Alanis057Ks","France",0,154
"x99233295","miklood","France",0,154
"x201843174","PauvreYorick","France",0,167
"x1308180652135796736","AbxyHey","France",0,167
"x1457306941","LyrielleMoon","France",-4,182
"x1062057833817145345","loeildelexpert","France",0,185
"x385374488","MichonMarc","France",0,194
"x2471232384","FiloponLuc","France",0,195
"x1030841389800718341","carlouu3","France",0,196
"x859184982","eburgot","France",-2,206
"x2200080050","cayrestef","France",0,211
"x1224773198157373441","DaveMcClain8","France",0,217
"x363105479","ChrisHalloway1","France",0,227
"x2996197447","dyantwi","France",0,228
"x103437676","FrankPointfr","France",0,244
"x839600756730839040","mangamydog","France",0,246
"x794551442845659136","huguet_stephane","France",-6,268
"x734769530","So_Dnh_perso","France",0,290
"x307916962","GuyFrancis5","France",0,301
"x48307775","jlvidal","France",0,320
"x483171805","V_Letellier","France",0,330
"x840375425939382272","Biorev3","France",0,347
"x1239651602774048771","voixducerbere","France",0,385
"x157972358","MorelJerome","France",0,387
"x388371585","Snac2","France",0,387
"x68150928","Bygcon","France",-1,404
"x60398655","bdemontis","France",0,413
"x1119948990404079617","Mediavenir_01","France",0,518
"x434437196","curieuxphilippe","France",0,519
"x2390829680","myferti","France",0,522
"x1244590199285432321","HamelinMd","France",-12,537
"x1269029586299506692","Dtrumpepe","France",0,678
"x23466124","NChaEnbyae","France",0,609
"x1261680847868100609","strategikafr","France",0,638
"x37198412","Zislauk","France",0,657
"x118024531","SamyGs","France",0,699
"x985468063","Medinlu27","France",0,732
"x19344499","Facyla","France",0,734
"x340393178","Cecfollette67","France",0,752
"x1087298531889762304","ZonefrC","France",0,781
"x788619156019089408","SarrasinLucide","France",0,796
"x203948865","anti_k_org","France",0,866
"x22244322","didierhebert","France",0,944
"x27202325","authornick","France",0,1022
"x890899989962129408","OhsttEurope","France",0,1028
"x3302535983","webigbrother","France",0,1114
"x2287393632","_LauKo_","France",-2,1156
"x4909431352","mrcresto31","France",-1,1188
"x952608498","ChrisMTaveira","France",0,1337
"x801589025731657730","pulsar_radio","France",0,1347
"x185731208","pattparisi","France",0,1403
"x123012153","gvannonces","France",0,1448
"x560377088","cerises_lotier","France",0,1581
"x418103027","butman782","France",0,1762
"x46403379","EPOCNEWS","France",0,1868
"x326062012","alex_lenoir","France",0,2167
"x757332332898582528","BusinessCoolFR","France",0,2490
"x1041328223013888000","ChampoDr","France",-4,2909
"x277182161","Vivavali","France",0,2953
"x49056031","cargodusoir","France",0,3256
"x461247501","mi1789","France",0,4156
"x1043822119195475968","Hay1Alex","France",0,4221
"x452962295","Pabloneruda54","France",0,4459
"x2567675511","AsieHistoire","France",0,4562
"x333362388","beneladj","France",0,4768
"x1335310489","univadisFR","France",-4,4788
"x814837353164525568","Mediavenire_","France",0,4954
"x2389552299","L_M_Vin","France",0,5834
"x179099957","GNT_fr","France",0,5931
"x1132002680996597762","FranceRsistanc1","France",0,6954
"x20947741","FredericBianchi","France",-2,8365
"x97684276","FondationARC","France",0,8430
"x106107028","SNJMG","France",0,9089
"x117361341","santelog","France",-3,14045
"x600180180","ARS_NAquit","France",0,16336
"x461130775","Andre002Nicolas","France",0,16813
"x753727392489889792","Asclepios_YT","France",0,25493
"x1246266500337598465","Mediavenir_b","France",0,68280
"x2972084517","nass4475","France",-1,0
"x1290344971971760130","jaspe_sarah","France",-1,2
"x1386724129","UitouG","France",-1,12
"x57681744","Petrakis314","France",-1,16
"x434027811","Romain_Renaud_","France",-1,30
"x989895088049401856","Raifort2","France",-1,31
"x726254185","sossolen","France",-1,41
"x1679119634","kodiack75","France",-1,54
"x1246002711037960193","GuidelineCare","France",-1,58
"x228884041","TatsuKan","France",-1,59
"x950084850052227072","SPlandsc","France",-1,64
"x2499406950","Damiennnes","France",-1,73
"x867000645093650433","JulienAlainCo","France",-1,73
"x948035826","TeriTelnir","France",-1,79
"x605788929","ESENOT","France",-1,83
"x926744611216863232","Aouda13006","France",-1,130
"x851768921963343872","Elina_stay","France",-1,161
"x416409165","Yld448","France",-1,165
"x501775191","Paddy_le_Rouge","France",-1,202
"x1314485293140119553","PascalineRxmlr","France",-1,233
"x1082198662623694849","JLDuCastel","France",-1,234
"x1183368392","IntPost_","France",-1,245
"x215619517","Kidd059","France",-1,256
"x2913542043","genetara","France",-1,309
"x2417764249","AL_7Ldr","France",-1,347
"x953880986114248704","shadow13406225","France",-1,380
"x3062692775","Francine59300","France",-1,435
"x1211219828356157440","RBitanboua","France",-1,441
"x573486514","Marc59931845","France",-1,523
"x764550442869264385","Marie32_fabre","France",-1,599
"x332115667","fracjc","France",-1,618
"x430859345","JackieMusique","France",-1,665
"x719887561422974976","MikeyTjrsDebout","France",-1,725
"x1252309358","Paul_Lemic","France",-1,749
"x2167207092","Labellecour69","France",-1,756
"x1072496989009534979","demondu95","France",-1,918
"x459330436","franck_zobard","France",-1,1248
"x97305688","nstap19","France",-4,1308
"x963495794530832395","ODucastaing","France",-1,1313
"x98595881","OBYONETAOPY","France",-1,1467
"x806993720","AngelusEsport","France",-1,1522
"x14139520","pintejp","France",-1,2412
"x2423405008","Ecolophobe","France",-4,2440
"x1916659826","BNF75","France",-1,2604
"x160954669","saelno","France",-1,3320
"x290509123","imhotep1338","France",-1,5444
"x1668845113","VictorLefranc","France",-1,7628
"x90165278","adelaigue","France",-1,12502
"x566585145","GuyLetyn","France",-1,16392
"x17563531","mdrechsler","France",-1,20562
"x262082115","INRAE_France","France",-1,36714
"x1045835073881341953","JdMaintenant","France",-2,6
"x1353064949111607301","Jokingjackjack","France",-2,20
"x1013481577035255808","NbowellB","France",-2,40
"x1067885896148635648","YellowJ97022132","France",-2,140
"x809325242179092480","chtite_joueuse","France",-2,143
"x1142503868","cardinales1","France",-2,156
"x1062663117593821184","Leito30580508","France",-2,182
"x560506519","nicofrom972","France",-2,228
"x855138722","doc_martin_p","France",-2,290
"x2969715328","lolilapopa","France",-2,321
"x1061651728355999744","PolitiqueVie","France",-2,346
"x2228611548","Asuba2013","France",-2,1033
"x3416472472","AntiChemtrails","France",-2,1223
"x997144260","Guillaume_RACLE","France",-2,1223
"x2589225164","NicoBISPUTHE","France",-2,1377
