"source","target"
"x329106750","x34294667"
"x1083117836334190593","x743483055831158784"
"x3302594272","x1033745532630519810"
"x4866717149","x1033745532630519810"
"x900216038524149765","x1033745532630519810"
"x946804152885182464","x1033745532630519810"
"x2840975255","x1033745532630519810"
"x1174790853665144832","x238080747"
"x1333139591818252290","x34294667"
"x297326890","x1033745532630519810"
"x493150762","x18025004"
"x1311551394","x1118605648260939777"
"x800406544776974337","x92564226"
"x118038427","x21313364"
"x2458434524","x1033745532630519810"
"x3589912161","x1033745532630519810"
"x4887757924","x1033745532630519810"
"x1011065082","x1033745532630519810"
"x718409564333424640","x34294667"
"x993539965769445376","x34294667"
"x1256589664955379713","x1033745532630519810"
"x3001956528","x1033745532630519810"
"x1328842186847367169","x1033745532630519810"
"x556354749","x1033745532630519810"
"x870924282578317312","x1033745532630519810"
"x309678954","x1033745532630519810"
"x946682596414640129","x1033745532630519810"
"x575507973","x821768392113848321"
"x2969442357","x1033745532630519810"
"x837281622697394176","x1118605648260939777"
"x1354361381378789377","x472412809"
"x883063272","x1033745532630519810"
"x707278429","x1033745532630519810"
"x1714758828","x1033745532630519810"
"x995414252025458693","x1118605648260939777"
"x845182391928872960","x1033745532630519810"
"x871062325368938496","x1118605648260939777"
"x725580306657501184","x1033745532630519810"
"x2172219327","x1033745532630519810"
"x633208687","x1033745532630519810"
"x4735049787","x1033745532630519810"
"x4924531071","x1118605648260939777"
"x836303822611939333","x1033745532630519810"
"x304073374","x1118605648260939777"
"x2575261363","x1033745532630519810"
"x192863646","x1033745532630519810"
"x1104083604","x1033745532630519810"
"x1206243878183022593","x1033745532630519810"
"x379295337","x1033745532630519810"
"x554397188","x1033745532630519810"
"x311456359","x1033745532630519810"
"x601303728","x1033745532630519810"
"x20805420","x1033745532630519810"
"x708707605439447041","x1033745532630519810"
"x1003913876","x1033745532630519810"
"x1226791152038371329","x1033745532630519810"
"x2991781979","x1033745532630519810"
"x1035861594822111233","x1214315619031478272"
"x56078706","x1033745532630519810"
"x3981402760","x1033745532630519810"
"x1326697480692654081","x1033745532630519810"
"x1171333579","x1033745532630519810"
"x1141096444880965634","x1033745532630519810"
"x849454856","x1033745532630519810"
"x1084176619806298113","x1033745532630519810"
"x399865075","x1033745532630519810"
"x1124574028184915969","x1033745532630519810"
"x532072948","x1033745532630519810"
"x1553187594","x1033745532630519810"
"x608969796","x1033745532630519810"
"x3888615977","x1033745532630519810"
"x205772761","x38395124"
"x21790720","x1033745532630519810"
"x716211995071086592","x1033745532630519810"
"x818031488","x1033745532630519810"
"x1600889784","x1033745532630519810"
"x2758329912","x1033745532630519810"
"x3367646433","x1033745532630519810"
"x1234577279235260419","x1033745532630519810"
"x54008513","x1033745532630519810"
"x1066427955340107776","x1033745532630519810"
"x880767254031470594","x1033745532630519810"
"x513152498","x1033745532630519810"
"x2172219327","x1064629469200216065"
"x756648383784292352","x1081304023167393793"
"x1167040094","x1033745532630519810"
"x1547926117","x1033745532630519810"
"x909735836379439106","x1033745532630519810"
"x739927153702252544","x1033745532630519810"
"x781200163008290816","x1640054216"
"x908004221081014273","x1033745532630519810"
"x506361323","x743483055831158784"
"x958325684","x1033745532630519810"
"x927836572619296768","x1033745532630519810"
"x1098522867128565760","x610372620"
"x269346206","x1033745532630519810"
"x16040704","x1033745532630519810"
"x837970631903887360","x1033745532630519810"
"x3291422877","x1033745532630519810"
"x3534108615","x1033745532630519810"
"x1188797219866103811","x1033745532630519810"
"x2231374259","x549220611"
"x1016092303","x1033745532630519810"
"x4805861662","x4805861662"
"x1292034793","x1214315619031478272"
"x4264710395","x1033745532630519810"
"x158706984","x1118605648260939777"
"x2447546724","x92564226"
"x1870757030","x1033745532630519810"
"x917399376661831681","x1033745532630519810"
"x3222623040","x1033745532630519810"
"x2392449962","x1033745532630519810"
"x1994321","x25048816"
"x914329321002504193","x25048816"
"x1221366000752324609","x25048816"
"x1083871582374764544","x1033745532630519810"
"x78075582","x385390576"
"x751311721512464384","x25048816"
"x3021195231","x25048816"
"x54029351","x1033745532630519810"
"x937787097120899073","x3343852672"
"x1442003016","x1033745532630519810"
"x2266647094","x1033745532630519810"
"x276258476","x1033745532630519810"
"x931465760","x1033745532630519810"
"x201843174","x1033745532630519810"
"x1346086711638581251","x1033745532630519810"
"x1268284399969284109","x25048816"
"x58583611","x1033745532630519810"
"x291299099","x1033745532630519810"
"x275676127","x1033745532630519810"
"x1319612651962585093","x1033745532630519810"
"x1208474860688748545","x25048816"
"x322841912","x1214315619031478272"
"x1024194535524577280","x428339569"
"x3020243369","x17364400"
"x859330083038928896","x1033745532630519810"
"x1329767167622057986","x1033745532630519810"
"x528822467","x1033745532630519810"
"x2449627868","x25048816"
"x1069264245706108929","x1033745532630519810"
"x372953935","x3390775469"
"x964794930","x1033745532630519810"
"x814864074261622784","x1033745532630519810"
"x17480656","x1033745532630519810"
"x1069264245706108929","x428339569"
"x120720607","x1033745532630519810"
"x1242763464839438337","x1033745532630519810"
"x909315698748526592","x1033745532630519810"
"x214128063","x1033745532630519810"
"x1326427599254548480","x1033745532630519810"
"x378103424","x1033745532630519810"
"x1330926969706467336","x1033745532630519810"
"x51736068","x1033745532630519810"
"x978195570295824384","x1118605648260939777"
"x18982331","x18982331"
"x2843862629","x1118605648260939777"
"x2404955276","x1033745532630519810"
"x606660423","x1033745532630519810"
"x4234604302","x92564226"
"x712270405218729986","x397453670"
"x29077327","x1033745532630519810"
"x2174691503","x1033745532630519810"
"x103223236","x1033745532630519810"
"x1087686897491763206","x1267207127388520448"
"x2183032203","x1033745532630519810"
"x800982282","x25048816"
"x596322931","x1033745532630519810"
"x1315022529954828291","x472412809"
"x1191723522101514241","x1033745532630519810"
"x1219880222121775104","x1033745532630519810"
"x2787015358","x1033745532630519810"
"x607355944","x1033745532630519810"
"x945293322687574023","x1033745532630519810"
"x1318146761609908229","x1033745532630519810"
"x120048906","x1033745532630519810"
"x2739945442","x1033745532630519810"
"x494261088","x1033745532630519810"
"x416221365","x1033745532630519810"
"x716216579411738624","x1033745532630519810"
"x3251389138","x1033745532630519810"
"x85071878","x1033745532630519810"
"x2682509640","x1033745532630519810"
"x376941211","x92564226"
"x714153237327294465","x1033745532630519810"
"x494247530","x1033745532630519810"
"x1214614072760655872","x1033745532630519810"
"x3296530504","x1033745532630519810"
"x53205217","x1033745532630519810"
"x2353187695","x1033745532630519810"
"x1022791577830338560","x428339569"
"x4384982062","x1033745532630519810"
"x2221416993","x1033745532630519810"
"x572517704","x1033745532630519810"
"x764246132","x1033745532630519810"
"x853884052981645312","x428339569"
"x367102008","x1033745532630519810"
"x343972400","x1118605648260939777"
"x1211749620461629440","x1033745532630519810"
"x1174446508286103554","x1033745532630519810"
"x1331320075","x1033745532630519810"
"x1244961360154439681","x1033745532630519810"
"x936487934","x1033745532630519810"
"x981980961960230912","x1033745532630519810"
"x496941891","x1033745532630519810"
"x2265873422","x428339569"
"x1944272726","x1033745532630519810"
"x1095400956173447173","x1033745532630519810"
"x1338495487939371008","x1033745532630519810"
"x13163402","x1033745532630519810"
"x1271729266670043136","x1033745532630519810"
"x4869773986","x1033745532630519810"
"x916354591079399425","x1033745532630519810"
"x523044352","x428339569"
"x1465625287","x1033745532630519810"
"x2389221628","x1033745532630519810"
"x453204738","x1033745532630519810"
"x1065910098298585089","x1033745532630519810"
"x244002626","x1033745532630519810"
"x3107391549","x1033745532630519810"
"x1370773801","x34570323"
"x494192828","x1033745532630519810"
"x1184802800","x1033745532630519810"
"x1028499079","x1033745532630519810"
"x518747877","x1033745532630519810"
"x1139131275393081344","x1033745532630519810"
"x450856238","x1033745532630519810"
"x98010220","x1033745532630519810"
"x178087380","x1033745532630519810"
"x83310898","x34294667"
"x1020401163261313024","x1118605648260939777"
"x2528414370","x1033745532630519810"
"x8404812","x1033745532630519810"
"x2902071711","x428339569"
"x165147072","x1033745532630519810"
"x733044874140868609","x1033745532630519810"
"x91564311","x1033745532630519810"
"x900255370492424192","x804663900293709826"
"x2718164566","x338985020"
"x1082365177486589953","x1207618644705992704"
"x1132554900347457536","x1033745532630519810"
"x101870793","x1033745532630519810"
"x1724714755","x1033745532630519810"
"x1061005057","x1033745532630519810"
"x81424589","x1033745532630519810"
"x1119162798276132865","x428339569"
"x2310762388","x1033745532630519810"
"x799708200","x1033745532630519810"
"x318146834","x1033745532630519810"
"x435820539","x1033745532630519810"
"x1340037410","x1118605648260939777"
"x478110074","x1033745532630519810"
"x3094981503","x1033745532630519810"
"x29725109","x1033745532630519810"
"x861152536442679300","x1033745532630519810"
"x1128036485612154885","x1033745532630519810"
"x961342462974414849","x1033745532630519810"
"x1898421512","x1033745532630519810"
"x572908569","x1033745532630519810"
"x2245244569","x1033745532630519810"
"x2747758595","x1033745532630519810"
"x3119444235","x1033745532630519810"
"x233893014","x428339569"
"x59387759","x1033745532630519810"
"x534620516","x1033745532630519810"
"x720303370867777536","x1033745532630519810"
"x180757144","x1033745532630519810"
"x2997720970","x1033745532630519810"
"x916768111596105729","x1033745532630519810"
"x21411551","x1033745532630519810"
"x971410691059044354","x971410691059044354"
"x117210768","x1033745532630519810"
"x3131194696","x428339569"
"x1242892206769426433","x1033745532630519810"
"x1129682624199503872","x1207618644705992704"
"x701764609850609666","x1033745532630519810"
"x4257407963","x1033745532630519810"
"x1193214252707975172","x1033745532630519810"
"x971410691059044354","x971410691059044354"
"x50661809","x1033745532630519810"
"x611838846","x1033745532630519810"
"x541557919","x1033745532630519810"
"x2474351423","x1033745532630519810"
"x34034632","x1033745532630519810"
"x901799664583942144","x1033745532630519810"
"x1109143157827125248","x1033745532630519810"
"x1262074472007438337","x1033745532630519810"
"x890899989962129408","x1155304050532990976"
"x79306103","x1033745532630519810"
"x1254128025656008707","x1033745532630519810"
"x470948808","x1033745532630519810"
"x966641732417925120","x966641732417925120"
"x89231865","x1033745532630519810"
"x3101771715","x1033745532630519810"
"x222806367","x1033745532630519810"
"x4054240306","x1033745532630519810"
"x332824252","x338985020"
"x466964200","x1033745532630519810"
"x1069668866048122880","x1033745532630519810"
"x2576664474","x1033745532630519810"
"x144749482","x555348031"
"x106715568","x555348031"
"x873570887768973313","x1033745532630519810"
"x1030585476","x1033745532630519810"
"x108340018","x1033745532630519810"
"x470175994","x1033745532630519810"
"x2788488601","x1033745532630519810"
"x137641317","x3374470083"
"x1198997167274418176","x1033745532630519810"
"x3198536099","x1033745532630519810"
"x4393125137","x428339569"
"x494849591","x1033745532630519810"
"x2477042440","x1033745532630519810"
"x2481613313","x1033745532630519810"
"x356185169","x1033745532630519810"
"x709389738013282305","x1033745532630519810"
"x81850356","x17886043"
"x747883458551222277","x1033745532630519810"
"x3008466827","x17886043"
"x2191065010","x1033745532630519810"
"x847038714735968256","x1033745532630519810"
"x849671302868762624","x1118605648260939777"
"x1245844726168854528","x428339569"
"x394105609","x1033745532630519810"
"x774697052378918912","x1033745532630519810"
"x111832933","x34294667"
"x924155607115997185","x1464338094"
"x1198890122894282753","x1033745532630519810"
"x273856715","x971410691059044354"
"x2584371140","x1033745532630519810"
"x347589512","x1033745532630519810"
"x1200517648599126016","x338985020"
"x491163021","x1033745532630519810"
"x708589092985053184","x1033745532630519810"
"x2256780101","x1033745532630519810"
"x1038883481311485957","x1033745532630519810"
"x3554576537","x17886043"
"x15718694","x34294667"
"x432299147","x1033745532630519810"
"x889792908219613184","x92564226"
"x859806473274232834","x804663900293709826"
"x590914791","x1033745532630519810"
"x1347895882075746307","x1033745532630519810"
"x49273843","x1033745532630519810"
"x419821022","x1033745532630519810"
"x474823937","x1640054216"
"x1152355716637888513","x1033745532630519810"
"x2967917705","x1033745532630519810"
"x332824252","x428339569"
"x120739766","x1640054216"
"x1570406088","x1033745532630519810"
"x1100883968","x1081304023167393793"
"x1081304023167393793","x1081304023167393793"
"x245323967","x1033745532630519810"
"x456922064","x1033745532630519810"
"x4136071096","x1081304023167393793"
"x412942006","x1033745532630519810"
"x1073918132421607425","x1033745532630519810"
"x919822958","x1033745532630519810"
"x700651062","x1033745532630519810"
"x62869725","x1033745532630519810"
"x3996821537","x38395124"
"x563006886","x1033745532630519810"
"x823884295","x1033745532630519810"
"x1024384036616196097","x1033745532630519810"
"x121267428","x1033745532630519810"
"x2164752640","x1033745532630519810"
"x3996821537","x1033745532630519810"
"x1640054216","x1640054216"
"x2472598387","x1033745532630519810"
"x945885360","x1033745532630519810"
"x870014829867806724","x1033745532630519810"
"x1316387667811151872","x1033745532630519810"
"x83310898","x428339569"
"x1208714560334630918","x1033745532630519810"
"x17229233","x1033745532630519810"
"x1348730545","x1033745532630519810"
"x101703648","x428339569"
"x287907304","x1033745532630519810"
"x3806482463","x1033745532630519810"
"x501748653","x1033745532630519810"
"x1102524275410591746","x1033745532630519810"
"x848146024006856705","x1033745532630519810"
"x1124042489604734976","x1344561204803624962"
"x1018627994468999169","x1033745532630519810"
"x87890595","x1033745532630519810"
"x87938137","x1033745532630519810"
"x303638803","x1033745532630519810"
"x2682837049","x1033745532630519810"
"x612534243","x1033745532630519810"
"x26232866","x1033745532630519810"
"x846077310428200961","x92957348"
"x2717617251","x1033745532630519810"
"x849589985804267520","x1033745532630519810"
"x563720164","x92957348"
"x1052638247774547971","x200659061"
"x1628203490","x1033745532630519810"
"x4871603027","x1033745532630519810"
"x1289684855152934913","x1033745532630519810"
"x1247071951631327232","x1033745532630519810"
"x933696620612505600","x1033745532630519810"
"x244189944","x83864876"
"x579264682","x35287180"
"x299817430","x1033745532630519810"
"x298189730","x1033745532630519810"
"x3358518533","x1033745532630519810"
"x1370773801","x935300112"
"x940198329442500608","x1033745532630519810"
"x313824735","x1033745532630519810"
"x392578343","x1033745532630519810"
"x299038527","x1033745532630519810"
"x579264682","x133663801"
"x915524543896342528","x1033745532630519810"
"x1296237112522670081","x1118605648260939777"
"x637331064","x1033745532630519810"
"x558189032","x1033745532630519810"
"x3302573626","x1033745532630519810"
"x4853050312","x1033745532630519810"
"x1207963878","x1033745532630519810"
"x875372131185459200","x1033745532630519810"
"x2966719715","x83864876"
"x4503318695","x1207618644705992704"
"x928195115725787136","x1033745532630519810"
"x2285717954","x1327029938952818694"
"x370663768","x83864876"
"x2271358198","x1033745532630519810"
"x1560015996","x1033745532630519810"
"x825047245","x1033745532630519810"
"x600234980","x196607761"
"x1274463839191474176","x25048816"
"x1482154890","x1482154890"
"x1239906595569643520","x1239906595569643520"
"x1089237826280046594","x85362553"
"x320869452","x1033745532630519810"
"x3053786963","x1207618644705992704"
"x181212107","x1214315619031478272"
"x46447982","x1033745532630519810"
"x819165055996588033","x102931338"
"x987046556","x1033745532630519810"
"x918412592254783489","x122672828"
"x52326023","x122672828"
"x460175359","x1033745532630519810"
"x611723769","x122672828"
"x2172219327","x122672828"
"x319836935","x849624257223168001"
"x120077262","x1033745532630519810"
"x1556419213","x589911803"
"x722181940800045056","x83864876"
"x15721834","x1033745532630519810"
"x312606298","x1118605648260939777"
"x540687800","x1033745532630519810"
"x399251929","x971410691059044354"
"x1523726154","x1033745532630519810"
"x1162232663664558080","x1033745532630519810"
"x401981435","x1033745532630519810"
"x451667629","x17886043"
"x79794429","x1033745532630519810"
"x1241712810045906945","x1033745532630519810"
"x52326023","x1033745532630519810"
"x784510866603606016","x2212693256"
"x380509948","x1033745532630519810"
"x984303770","x1033745532630519810"
"x2757581513","x1033745532630519810"
"x4837763475","x1033745532630519810"
"x271950715","x271950715"
"x347234432","x122672828"
"x1109828194901942272","x556068872"
"x951834758362869760","x971410691059044354"
"x976790109633896448","x1033745532630519810"
"x1323124038","x1323124038"
"x204511967","x122672828"
"x313792551","x1033745532630519810"
"x1272604731643441157","x1214315619031478272"
"x1100159941053239302","x83864876"
"x1966588514","x472412809"
"x1601819546","x1033745532630519810"
"x1318148403386253313","x1207618644705992704"
"x854390550715392002","x92957348"
"x8905482","x1033745532630519810"
"x394105609","x122672828"
"x1237491728074133506","x1033745532630519810"
"x3640432637","x1033745532630519810"
"x602284360","x1033745532630519810"
"x234784912","x1033745532630519810"
"x597563255","x1033745532630519810"
"x924257887567929344","x1214315619031478272"
"x81395743","x1033745532630519810"
"x1139280878700564481","x1033745532630519810"
"x2428824261","x1033745532630519810"
"x2347185235","x1033745532630519810"
"x779796878783352832","x122672828"
"x314235827","x1033745532630519810"
"x995398071537291266","x1118605648260939777"
"x391329525","x122672828"
"x846120470407790594","x1033745532630519810"
"x95172231","x1033745532630519810"
"x566684496","x1033745532630519810"
"x3211894853","x1033745532630519810"
"x472420769","x1033745532630519810"
"x2588282174","x1033745532630519810"
"x429959773","x1033745532630519810"
"x622763260","x1033745532630519810"
"x2436868567","x1323124038"
"x2770497627","x1033745532630519810"
"x456475971","x1033745532630519810"
"x2397398513","x338985020"
"x1239898012568125441","x1118605648260939777"
"x1200379541165924352","x1033745532630519810"
"x1058330042332254208","x1033745532630519810"
"x367087331","x1033745532630519810"
"x1141469098020364294","x1033745532630519810"
"x440763046","x1033745532630519810"
"x1008725521511960583","x1033745532630519810"
"x1694150034","x1033745532630519810"
"x822110805541982209","x1118605648260939777"
"x3244667891","x1033745532630519810"
"x973856688385286144","x1033745532630519810"
"x1128540235829325825","x1033745532630519810"
"x2813481926","x1033745532630519810"
"x2886176267","x1033745532630519810"
"x2762297314","x1033745532630519810"
"x14803639","x1033745532630519810"
"x1257978021316833281","x1033745532630519810"
"x244135645","x102931338"
"x127927308","x1214315619031478272"
"x970352306238709760","x1033745532630519810"
"x252070564","x1033745532630519810"
"x488680715","x1033745532630519810"
"x597508131","x133663801"
"x1259606713679872000","x1033745532630519810"
"x590056890","x1033745532630519810"
"x456934794","x1033745532630519810"
"x27464085","x200659061"
"x942404007091408903","x1033745532630519810"
"x2759467659","x1033745532630519810"
"x559871861","x1033745532630519810"
"x1194347492147679235","x1033745532630519810"
"x2916263392","x978970980994469888"
"x10152802","x978970980994469888"
"x2825289130","x1033745532630519810"
"x1204182902277324800","x1033745532630519810"
"x1035195740291837952","x1033745532630519810"
"x284489525","x426813101"
"x946804458343854082","x1033745532630519810"
"x381090753","x1033745532630519810"
"x1465450662","x743483055831158784"
"x1938113222","x1033745532630519810"
"x1213698534513369089","x1033745532630519810"
"x300801595","x1033745532630519810"
"x525275935","x1033745532630519810"
"x859494019","x1033745532630519810"
"x838125097823109121","x1033745532630519810"
"x1354515131133255684","x1033745532630519810"
"x1241860987457855494","x1033745532630519810"
"x872584873","x1033745532630519810"
"x50574764","x1033745532630519810"
"x2294494166","x752214803125563397"
"x917782586134532096","x1033745532630519810"
"x2563778782","x1033745532630519810"
"x272566328","x1033745532630519810"
"x1339314041815175169","x1033745532630519810"
"x884474289294118913","x1033745532630519810"
"x519975107","x1033745532630519810"
"x1195399939288977409","x1033745532630519810"
"x1280772251172864000","x1033745532630519810"
"x2916334079","x1033745532630519810"
"x535874469","x1033745532630519810"
"x2831632300","x1243336198493556736"
"x111486326","x1033745532630519810"
"x329616758","x1033745532630519810"
"x477799117","x1033745532630519810"
"x237741457","x1033745532630519810"
"x1025210371","x1033745532630519810"
"x66123934","x1033745532630519810"
"x46216970","x1033745532630519810"
"x50650776","x1033745532630519810"
"x830760421992828928","x1033745532630519810"
"x334365920","x1033745532630519810"
"x722322073","x1033745532630519810"
"x273092974","x1033745532630519810"
"x825031130688737280","x1033745532630519810"
"x825031130688737280","x2825289130"
"x984434432546308097","x1033745532630519810"
"x1213460087349530624","x1033745532630519810"
"x424926442","x978970980994469888"
"x1139507664201900034","x482878437"
"x3126503057","x482878437"
"x1068976153820635137","x482878437"
"x1196599653233516545","x482878437"
"x1321978643145494528","x482878437"
"x1348399744830361600","x482878437"
"x1005670399676436480","x482878437"
"x17752284","x482878437"
"x1345726381318152192","x482878437"
"x1313782758490230786","x482878437"
"x38676010","x482878437"
"x16663998","x978970980994469888"
"x1346150665937149952","x482878437"
"x1318195794873339905","x1033745532630519810"
"x1687948537","x482878437"
"x716029885404352512","x482878437"
"x893067807247740930","x482878437"
"x1278482010265321474","x482878437"
"x1050456312","x482878437"
"x3043236628","x1033745532630519810"
"x16410318","x1033745532630519810"
"x396065678","x1033745532630519810"
"x138740236","x3343852672"
"x1485489217","x1033745532630519810"
"x105767049","x482878437"
"x99471977","x482878437"
"x744124273262895104","x1033745532630519810"
"x309000364","x482878437"
"x2955895757","x4026689099"
"x838568351450468352","x4026689099"
"x1167070572955799552","x482878437"
"x3118851649","x482878437"
"x1066089646877216768","x482878437"
"x856614405026590720","x482878437"
"x3554576537","x482878437"
"x901535478","x482878437"
"x993546335247847424","x482878437"
"x736118710507872256","x482878437"
"x1082295672290922502","x482878437"
"x65720419","x482878437"
"x40625451","x1033745532630519810"
"x628706942","x1033745532630519810"
"x139772894","x1033745532630519810"
"x946800443086266368","x4026689099"
"x1372289274","x482878437"
"x1350762044266569729","x482878437"
"x1602190548","x482878437"
"x450806124","x482878437"
"x488718878","x200659061"
"x902114561402306563","x1033745532630519810"
"x746097872509165569","x804663900293709826"
"x774697052378918912","x428339569"
"x17708350","x482878437"
"x4104255916","x482878437"
"x706450928937930752","x1033745532630519810"
"x2827826835","x482878437"
"x1887990950","x482878437"
"x473342381","x482878437"
"x1236509559440715779","x428339569"
"x724240313494175746","x482878437"
"x1001366271743741952","x1033745532630519810"
"x1082706570444791808","x1033745532630519810"
"x964854385762295808","x482878437"
"x1726083374","x482878437"
"x46211467","x1033745532630519810"
"x843625487184400384","x482878437"
"x270147755","x482878437"
"x1094587995565498368","x482878437"
"x26719393","x1033745532630519810"
"x979082930319437824","x1033745532630519810"
"x213585445","x1033745532630519810"
"x962701063462715392","x1033745532630519810"
"x107414011","x482878437"
"x463778293","x752214803125563397"
"x608033599","x482878437"
"x1550266921","x482878437"
"x869930352491606016","x1033745532630519810"
"x456661028","x1033745532630519810"
"x1062442191652569088","x482878437"
"x2504805810","x482878437"
"x742702380","x1033745532630519810"
"x848842186061991936","x482878437"
"x1331582680098615298","x482878437"
"x2173816779","x1033745532630519810"
"x2970436671","x482878437"
"x1190674675774427137","x482878437"
"x1215712997949300736","x1033745532630519810"
"x722510489109008384","x1033745532630519810"
"x3705482487","x482878437"
"x244292812","x200659061"
"x4243884387","x1033745532630519810"
"x799271345863458816","x482878437"
"x819312355326783489","x482878437"
"x2371973557","x482878437"
"x2872060757","x482878437"
"x2232117125","x1118605648260939777"
"x301925779","x1033745532630519810"
"x834256680","x482878437"
"x879683292","x628563779"
"x749680562240184321","x482878437"
"x1282921790","x482878437"
"x860786888910745600","x338985020"
"x2682832598","x133663801"
"x1058446931192614912","x133663801"
"x1320538775194357763","x133663801"
"x3120746127","x133663801"
"x759113341390426113","x133663801"
"x1037406016302993409","x133663801"
"x2497048639","x133663801"
"x1655611513","x133663801"
"x860892526559080448","x133663801"
"x1030703972091416577","x133663801"
"x4090807595","x1214315619031478272"
"x813923756","x1214315619031478272"
"x1034896426634039302","x1214315619031478272"
"x1059100132581482497","x1214315619031478272"
"x885866312546865152","x1214315619031478272"
"x1591766718","x1214315619031478272"
"x824276933387108353","x1214315619031478272"
"x711107726575837184","x1214315619031478272"
"x1340205430916702208","x1214315619031478272"
"x4517052983","x1214315619031478272"
"x2225623565","x133663801"
"x793584005522288640","x1214315619031478272"
"x1449972068","x1214315619031478272"
"x917381133381373952","x1214315619031478272"
"x306250902","x18396319"
"x4220073803","x1214315619031478272"
"x1346455475118862336","x1214315619031478272"
"x3078110519","x1214315619031478272"
"x3383502179","x1214315619031478272"
"x1340991508116353025","x1214315619031478272"
"x1317876774672412672","x1214315619031478272"
"x1078673356952608768","x1214315619031478272"
"x1079132730556891136","x1214315619031478272"
"x717444871322222592","x1214315619031478272"
"x2708923124","x299778881"
"x1048702058","x1214315619031478272"
"x2920324684","x1214315619031478272"
"x1037406016302993409","x1214315619031478272"
"x1211749620461629440","x133663801"
"x1451332572","x1214315619031478272"
"x1211749620461629440","x18396319"
"x1349778795268632577","x1214315619031478272"
"x1298677216872718336","x1033745532630519810"
"x2527066054","x1214315619031478272"
"x4829711123","x1214315619031478272"
"x1247956758598909953","x1214315619031478272"
"x2475737292","x1214315619031478272"
"x114016378","x1214315619031478272"
"x2158420408","x1214315619031478272"
"x1322871050","x1214315619031478272"
"x62814291","x1214315619031478272"
"x722345162","x1214315619031478272"
"x1668845113","x133663801"
"x837901585296601088","x1214315619031478272"
"x1172680506573504515","x1214315619031478272"
"x3428729980","x1214315619031478272"
"x3916248736","x1214315619031478272"
"x1744997317","x133663801"
"x364256253","x133663801"
"x948317105170059264","x1214315619031478272"
"x1222433749","x1214315619031478272"
"x815500888634785792","x1214315619031478272"
"x759113341390426113","x1214315619031478272"
"x1086968729039179776","x1214315619031478272"
"x1211341718072610816","x1214315619031478272"
"x1338480210438656008","x1214315619031478272"
"x1199076963987738624","x1214315619031478272"
"x937258643640209409","x1214315619031478272"
"x1295841805","x1214315619031478272"
"x204384708","x1214315619031478272"
"x1133706733","x18396319"
"x2717025227","x1214315619031478272"
"x1353430280837734400","x1214315619031478272"
"x1319965435345993730","x1214315619031478272"
"x1069155227364937728","x1214315619031478272"
"x1310290218570977283","x1214315619031478272"
"x811774687","x1214315619031478272"
"x2314615299","x1214315619031478272"
"x1556226528","x1214315619031478272"
"x815997888958496768","x1214315619031478272"
"x207040969","x1214315619031478272"
"x2236897624","x1214315619031478272"
"x1034148984963645440","x1214315619031478272"
"x846038935","x1214315619031478272"
"x107223780","x1214315619031478272"
"x223172860","x1214315619031478272"
"x857240255283548160","x18396319"
"x1074729228640415745","x1214315619031478272"
"x2538270204","x1214315619031478272"
"x1066646324","x1214315619031478272"
"x2582307864","x1214315619031478272"
"x795992737929687041","x133663801"
"x303676233","x1214315619031478272"
"x947872207","x1214315619031478272"
"x2519006496","x1214315619031478272"
"x1147619386058072065","x1214315619031478272"
"x1400121462","x1033745532630519810"
"x95687201","x1214315619031478272"
"x1180344534355648512","x1214315619031478272"
"x694954432069558272","x1214315619031478272"
"x2855120579","x1214315619031478272"
"x1325849025816502272","x18396319"
"x1213551723907706880","x482878437"
"x213585445","x1214315619031478272"
"x82653691","x1214315619031478272"
"x3916373417","x1214315619031478272"
"x3303463029","x1214315619031478272"
"x827596354646048768","x1214315619031478272"
"x699655512489590784","x1214315619031478272"
"x1021928400305500160","x1214315619031478272"
"x1274478166384443392","x1214315619031478272"
"x2329067677","x1214315619031478272"
"x785169933541965824","x1214315619031478272"
"x1328344680480858112","x1214315619031478272"
"x1123694962082766848","x1214315619031478272"
"x1186983549972418560","x133663801"
"x125095427","x18396319"
"x505100206","x1214315619031478272"
"x1171493679296471040","x1214315619031478272"
"x102343997","x1560664110"
"x1341484498958073866","x1560664110"
"x2345512576","x1560664110"
"x1175331227626299393","x1033745532630519810"
"x857339388837195778","x482878437"
"x95756224","x1214315619031478272"
"x1149476378447757313","x1214315619031478272"
"x1474680060","x1214315619031478272"
"x2874069903","x1214315619031478272"
"x1130386620010491904","x1214315619031478272"
"x1211749620461629440","x38395124"
"x447064548","x38395124"
"x13617042","x38395124"
"x1002367550","x1214315619031478272"
"x1171719855931842561","x38395124"
"x1246387831","x1214315619031478272"
"x250843319","x38395124"
"x91744186","x38395124"
"x2446979168","x38395124"
"x1454436132","x1214315619031478272"
"x1279534936135958528","x38395124"
"x257902393","x38395124"
"x2809791602","x1214315619031478272"
"x1263572193826480128","x38395124"
"x280395159","x38395124"
"x3845453607","x32861321"
"x1150810239874347008","x1214315619031478272"
"x1141300316148764673","x1214315619031478272"
"x1876114699","x38395124"
"x1030114856026992640","x1214315619031478272"
"x1209180745111154688","x32861321"
"x106671012","x1214315619031478272"
"x535109915","x1560664110"
"x1278647604553945094","x32861321"
"x720257441351475200","x1214315619031478272"
"x278581210","x38395124"
"x824615971516248065","x1214315619031478272"
"x1575966595","x1214315619031478272"
"x894503620577767425","x38395124"
