"id","label","location","sentiment_score","followers_count"
"x3524573116","Sandra_Congress","Région Parisienne",10,672
"x736106274","Gueuxien","Reims",3,17
"x194317888","Fabounet51","Reims",3,48
"x1152044407211864064","DocteurFrexit","Reims",3,148
"x457906083","boobalyne","Reims Champagne",4,979
"x1534651028","DelsonEagletone","Reims, France",5,207
"x884796576836841473","51REMOIS","Reims, France",3,219
"x60840832","france3Bretagne","Rennes",3,73982
"x35777570","OuestFrance","Rennes",21,613846
"x3009912664","thiz_s","Rennes et Toulouse",3,765
"x718680451813097472","avocatine","Rennes, France",5,8197
"x1198427466","Ch_Guerineau","Rennes, France",4,15
"x72280875","UnivRennes1","Rennes, France",3,17825
"x957110072","Berrezai","Rennes, ici et ailleurs",3,4463
"x1262193318","RadioPragueFr","République tchèque",3,1720
"x319836935","mhserve","Rhône-Alpes",3,1049
"x209622562","vorgeat","rhône-alpes france",3,407
"x1339038967556153344","Kezako_Eureka","Rhône-Alpes, France",3,5
"x855792993357504513","Biondhel","Rhône-Alpes, France",3,284
"x2449692229","agoulay","Rhône, Rhône-Alpes",3,105
"x1328976723808034816","SadaghianiN","Riedisheim, France",4,53
"x338570117","DionneSerge","Rimouski, Québec",4,768
"x40007097","VanessaLimoges","Rimouski, Québec",4,770
"x1163824207987265536","nigma14716121","Riom, France",3,449
"x30246208","FrankCourchesne","rive-sud,MTL",6,1090
"x1273218547846729729","ArabNewsfr","Riyad",3,9624
"x100452465","EricBerlivet","Roche-la-Molière",3,1183
"x241724363","laprepamentale","Rochefort, France",3,336
"x1129161876284334081","sabrinakenfouf","Roissy-en-France, France",4,25
"x123840635","20minutesOnline","Romandie, Suisse",3,104433
"x290971726","olesovhcom","Roubaix Valley",3,54341
"x1346572597513875456","DrGillouSOS","Rouen",3,0
"x218439233","KangaroOz3D","Rouen, France",4,257
"x722834970612334593","CLinesLiveBox","Rouen, France",3,153
"x752214803125563397","Magic_Toufik","Rouen, France",3,3226
"x4861436473","KB122121","Royan, France",3,517
"x15673031","tonythommes","Royaume-Uni",9,2503
"x1589402784","Cattus_Rex","Royaume de France",6,131
"x1352862915838300160","LaBalafre1094","Royaume de France",3,9
"x1230244278250680320","fils2ladroite","Royaume de France",3,56
"x722846480676057088","denisedetralala","RT ne signifie pas forcément approbation.",12,539
"x129118550","FredSarno","Rue du bac,  Paris VII",5,35
"x2668119545","cfecgcsag","Rue La Boétie, Paris, Fr <U+0001F1EB><U+0001F1F7>",3,2102
"x1310942459762008065","AnarchroniqueS","Rueil-Malmaison, France",4,314
"x440996571","LeQuotidien_Cyb","Saguenay-Lac-Saint-Jean",13,4834
"x196607761","DanielleDuches","Saguenay,Arvida",6,3725
"x3154027329","VilleStAstier","Saint-Astier, 24110, France",4,240
"x38634848","dlang57500","Saint-Avold, France",20,6331
"x135588778","CLS2086","Saint-Cloud, France",3,2009
"x1044859420142972929","BrunonGagneux","Saint-Etienne, France",3,449
"x1366361888","bascopensardine","Saint-Jean-de-Luz, France",8,213
"x701029423","carcajou76865","Saint-Jérôme, Laurentides",9,2458
"x1259487524617179143","charly35400","Saint-Malo, France",3,1074
"x29965737","futurasciences","Saint-Raphaël, France",3,76018
"x3118670441","NicolasFramont","Saint-Savinien (17)",3,9624
"x548304488","SHaussoulier","Saint-Valery-sur-Somme, France",8,607
"x2341837979","pioger22","saint brieuc",3,62
"x2837131582","Sbernie76","Saint Etienne du Rouvray",3,1103
"x2238319673","DeSpartacus","saint porchaire",5,4081
"x284912891","HeleneDANEL5678","Sainte-Hélène, Morbihan, Bretagne",3,1116
"x494812217","marcsimon2000","Sannois, France",3,45
"x845466572797947904","isinicolas","Santiago, Chile",3,116
"x3389236883","VilleSarcelles","Sarcelles, France",3,1072
"x1077052975544180736","JEANMAX20016427","Sarlat-la-Canéda/Dordogne (24)",8,491
"x399734913","GregWilson19","Saskatoon, Saskatchewan",7,158
"x457799558","BenjaminDevos82","Schaerbeek, Belgique",3,2204
"x1315284250405597184","AnnaChaouat","Schiltigheim, France",7,867
"x22810628","CharlesLalande_","Searching for stories",3,2470
"x3683773635","LaurentGarnier_","Seine-et-Marne, Ile-de-France",3,553
"x150861218","vince763","Seine-Maritime, Haute-Normandi",4,654
"x96834841","aubervilliers93","Seine-Saint-Denis",4,4986
"x963002371742879744","PetermannROber2","Sélestat, France",6,5
"x52206758","juanyves","Senegal",4,210
"x1258502480436002817","senegal5digital","Senegal",3,162
"x50840074","MadembAS","Senegal",3,3672
"x1163584575832023041","MF_NephroEpi","Sénégal",3,776
"x281842010","frenchkbs","Séoul, Corée du Sud",3,2105
"x733978952","LorraineOuelle1","Sept-Îles, Québec",4,110
"x1073244878518345728","BoazCapitaine","Sète",3,18
"x2863819984","emma_chahu","Sète, France",4,160
"x48089133","BergeFrederic","Sèvres (92310)",3,1852
"x463681043","bisoulles","Seyðisfjörður",3,278
"x821318590909530113","gouslisty","Sherbrooke-Québec-Canada",3,32
"x134893772","LT_LaTribune","Sherbrooke, Québec, Canada",10,7794
"x260835572","docseggi","Sherbrooke,Québec,Canada",3,1718
"x1331295945359810566","DavidSidney16","Sidney, British Columbia",3,5
"x1116278323410239488","SaveMeUp1","Singapore",6,143
"x1024240613015863297","JeanLuc03150162","Sochaux, France",3,881
"x1353868549639561219","Ticounette1","Somewhere",3,22
"x410238342","blueberryprint_","Somewhere minding my business.",3,117
"x1157608729929494531","ForsetiBalder","somewhere over the rainbow",4,19
"x558683220","Chat_Chauffe","Sous le soleil du sud",6,538
"x891371293563596800","DrMo7oG","space",4,362
"x1214836936977854464","FI_Connection","St-andiol , France",4,10
"x814970676893335559","Freddy3307","St Estèphe",3,104
"x578781274","E_Ferrand_03","St Pourçain sur Sioule",5,3732
"x486427827","TraderPhil1","State of Mazovia account",4,4809
"x561969746","SusanneMHeLaven","Stockholm, Sweden",3,122
"x187634431","Democratia_eu","Strasbourg",4,329
"x43301934","petimiti","Strasbourg",3,15322
"x76326683","Zehub","Strasbourg,  France",9,7289
"x117761523","yjadot","Strasbourg, Bruxelles.",5,67353
"x708553298123558912","LaurenVilledieu","Strasbourg, France",5,104
"x1252192340615331840","KamelHammani1","Strasbourg, France",3,95
"x2882771723","EricBillyFR","Strasbourg, France",3,9272
"x19448087","dnatweets","Strasbourg, France",3,142876
"x88509599","sweetdarkchocol","Sucy-en-Brie, France",4,557
"x3311985875","jabouvier","Sud-Est  France",3,9251
"x1077629407576109057","avocatchoum","Sud-est.... au soleil <U+0001F31E>",4,15
"x764297735658991616","Aubin20911700","Sud-Ouest, Cameroon",3,14
"x1243459911574597632","LeahCMa","Sud Ouest",21,2516
"x137060468","JeanPaulJPF","Suisse",5,530
"x1247973668300435458","OlafPeace","Suisse",5,1107
"x96972495","Surfaqua","Suisse",3,124
"x47955489","BCV","Suisse",3,3261
"x860359545138413569","Fr_Helena_Ru","Suisse",3,6559
"x1441524536","jsette60","Suisse, France",4,365
"x722144515","GregBaur","Suisse/Valais",4,1155
"x845393587","dralcindor","Sunny Isles Beach, FL",3,100
"x2991781979","Maenna74","Sur Gaïa",9,580
"x3396347633","sofiaetmath","Sur l’internet",3,18606
"x847918942131769344","lolsico","Sur Terre",6,406
"x1126826428941721600","NikkiStar_404","Sur Terre",3,343
"x868171550","MatthieuWD","sur un marché quelque part",12,1790
"x1161243651672092672","DidierVerdes","Suresnes, France",3,101
"x608969796","malnoir","Suresnes, France",3,1484
"x3350749883","eric_gernez","Suriname",7,6153
"x2870873001","renaudouze","Susa",5,132
"x818442812895166464","StevePascolo","Switzerland",39,1919
"x109802310","FLAHAULT","Switzerland",6,17429
"x55210125","chli_","Switzerland",4,62
"x47567753","jacoch","Switzerland",3,4
"x22003601","ArianeBeldi","Switzerland",3,1648
"x1020772218","_samisd","Sydney",3,1
"x933508425199357952","XavierHugonet","Synchronicity Wave",3,2798
"x15046379","pybaubry","Taipei",3,3958
"x748144305152401409","crunsel2","Talence, France",9,468
"x45662302","arnocast","Tallinn, Estonia",3,6848
"x1260568916230918144","Veillepointinfo","Tanger",4,37
"x38544872","seven70","Tarn, Midi-Pyrénées",3,490
"x789907661353607172","azazel1100","Tatoine - Secteur Arkanis",11,28
"x1228247389","CleHFr","Terre",5,35
"x997931257882390528","lavoixduregard","Terre",4,406
"x431129571","Nokfe","Terre",3,75
"x558133635","YoTicben","Terre",3,87
"x4571814261","DisguiseDevilin","Terre/Earth",10,3277
"x988938644303024135","AnneBrazeau1","Terrebonne, Québec",3,555
"x1122104516059516928","Cyranoob","Terrier",3,226
"x1270974443620352008","sescilssuperbes","Territoire gaulois",3,80
"x2305234521","FDhersin","Teteghem",3,4900
"x246707627","nickguldemond","The Hague, The Netherlands / Europe",4,2897
"x1019944760893681664","Einstein_Origin","The Sukhotaï, Bangkok",7,7126
"x142676406","zosz60","The world is my home",3,59
"x1186628514369474560","ateliermemoire","Thiais - Val de Marne - France",3,372
"x884493589132267520","PierreElieB","Thionville, France",4,88
"x280577215","ordrespontane","Third rock from the Sun",6,32537
"x2835314489","Deacon1979","Three Lynx",3,32
"x47338701","MarciIen","Toronto, Ontario",3,33365
"x119676746","Var_Matin","Toulon",3,103463
"x219397176","flohin","Toulon FRANCE",6,1636
"x3067699667","chris00831","Toulon, France",3,54
"x609366359","GriseldaCdF","toulouse",3,720
"x1002975751","docwafflex","Toulouse",4,152
"x2243751272","fabienprevots","Toulouse",7,35032
"x565764363","AnneLubedyle","Toulouse",3,86
"x130088630","MGN31","Toulouse",6,2919
"x11752512","marketingonl","Toulouse (France)",5,2147
"x1298549324570296320","alaincolombier1","toulouse / la franqui",3,90
"x17350474","Ls01","Toulouse mostly, Paris un peu",4,3144
"x1347271316332826625","GreyPope1","Toulouse, France",28,31
"x1110870397384359938","Juliette3211","Toulouse, France",4,83
"x1014071403702865920","FlavienConscien","Toulouse, France",6,12
"x3381861269","vini_aero","Toulouse, France",3,27
"x826071587233337344","Doumechatte","Toulouse, France",6,398
"x1179429984","Univers_cites","Toulouse, France",3,513
"x1355115530","jmpoupou1","Toulouse, France",3,631
"x362905370","RGauche","Toulouse, France",3,1734
"x789035544021983232","mamititi31","Toulouse, France",3,6118
"x16884402","ladepechedumidi","Toulouse, France",3,106685
"x423318355","B_Soulard","Tours",4,1040
"x133887651","TOUFOUX","TOURS",3,642
"x111651626","frguiard","Tours France",4,75
"x2962391212","baptastro","Tours, France",3,95
"x2151561411","pv_camille","Tours, France",3,103
"x966601637728018434","allore_conte","Tours, France",3,2233
"x1338045640216080388","Christo74755040","Tout autour de la terre",4,12
"x778650214278324229","unmaelstrom","Trantor",4,393
"x347468570","Lucian_Lutrae","Treaty 1: Winnipeg, MB",3,3045
"x70195924","sebrioux","Trois-Pistoles",3,3884
"x507773549","le_nouvelliste","Trois-Rivières",13,5447
"x195049872","marcelbourget","Trois-Rivières, Québec",3,320
"x1296558947952992258","AimarreJan","Trop loin de l'IHU <U+0001F44D> <U+0001F44D> <U+0001F44D> <U+0001F44D>",4,263
"x78563984","JonathanSottas","Troyes",12,1490
"x3027414527","micheltrudeauc1","trudeau@primacom.ca",3,36
"x39099253","Amine_bbc","Tunis",3,1831
"x117123377","CaroPerrot","Tunis, Tunisie",4,2257
"x18454669","MajedZoghbi","Tunisia",3,1030
"x1023344142125072384","elyesben2","Tunisie",5,32
"x2564894875","mohamed_zantour","Tunisie",7,192
"x1069937582505713664","JolieEmile","Ukraine, ça te va ?",9,74
"x2969442357","PikaScientist","Un Bunker ultra secret",4,29
"x212271184","BertrandLapraye","un des trous du cul du monde",4,1185
"x79491262","Villon_","Une terrible dictature <U+0001F602>",6,141
"x819646999939207168","ClickySound","United Kingdom",4,222
"x1156294961316409344","RougeTicoq","United States",4,404
"x95644299","drc_viewsroom","University of Cumbria Alumni",6,1557
"x326709007","SentinelleCS4","Urbi et Orbi",21,2546
"x68400390","le985fm","ÜT: 45.503649,-73.66794",7,38246
"x1399203457","suicuf","Uzer, France",3,893
"x571919597","boumfihgt","Val-d'Oise, Ile-de-France",3,401
"x703167301575536640","sbecqndiaye","Val-de-Marne, Ile-de-France",3,822
"x1005218445225549824","1er_emmanuel","Val d’Europe",8,350
"x763316738","jcsanchez_radio","Valbonne, France",3,395
"x1211638916232560642","BouchonTu","Valence",3,954
"x3505436896","Francois_Wallet","Valenciennes, France",3,197
"x933334567666311170","faurecdev","VALENCIN",3,348
"x2987166405","ManuTourneux","Vanves, France",4,109
"x401660105","ArnaudGEORGES83","Var",5,322
"x400761903","domiASL","Var",7,103
"x3500599096","Foxtrot8308","Var, Provence-Alpes-Côte d'Azu",5,264
"x949949200753676290","skyette83","Var, Provence-Alpes-Côte d'Azu",4,536
"x1207255643574411265","au_isle","Vaucluse, Provence-Alpes-Côte",5,75
"x816577933716365312","JThieullo","vayrac 46110",4,1156
"x1101238164721750020","MaxxxxOM","Vélodrome",3,452
"x963706239128653824","BiketteClash","Vendée, Pays de la Loire",4,60
"x508639680","ElvireDeslande","Vendée, Pays de la Loire",3,278
"x44345678","thierrysouccar","Vergèze, France",14,5550
"x1334238419288006664","CanardCelestins","Vichy, France",3,15
"x807988120755044352","Locuste_","Vidzeme",3,165
"x1242435561215967239","renaud_mg","Vienne, France",3,83
"x1053945903692824576","KidAlex8","Viêtnam",7,18
"x1138047813684748289","AuteurPhilippe","Village-Neuf, France",6,89
"x1309799407215353864","GiBiBi4","Village Fantôme Verdun, France",5,57
"x2760047527","leschtroumpffr","Village Schtroumpf",3,217
"x2484742853","Jeanloulou8","Villainville, France",3,2356
"x21194982","mircom","Villeneuve-sur-Lot",3,1786
"x1311025091342368768","Leol69000","Villeurbanne, France",5,31
"x490618835","chat_velotaf","Vincennes / Saint-Malo",5,946
"x1318719766748631040","SpiritTracks_","Voiron, France",3,154
"x1002519414720421889","bcgassocguerin","Vouneuil-sur-Vienne, France",5,87
"x26232866","ralifromparis","Vous suit",4,2374
"x51375286","Al_Pacino_","VOUS SUIT",3,11372
"x1034010894332846081","GusTheChemist","Waiting for the snow",8,947
"x2840637634","JLMPiraux","Wallonie",3,851
"x809597690","jeanlouissantin","washington DC",9,865
"x252552960","tontonlimane","Washington DC",5,184
"x121019896","jbcadier","Washington, DC",10,71612
"x3414509973","Plagiste4you","Washington, DC",8,2483
"x1235139808256757760","Inside_US4","Washington, DC",3,9118
"x1029197258","ninadu40","WHERE IS REAL LIFE? GO TO BED",4,2736
"x36080516","uamuzik","Wherever there is net!",3,4293
"x347180300","Claralban","Wien",8,823
"x3318313207","AlainFrNews","World",12,62324
"x2546344608","SoonPlanet","World",3,111
"x825912546867683328","BRog67911950","World traveler",3,167
"x161777227","criticalWnews","worldwide",8,296
"x764557321976643584","_normb","Yamachiche, Québec",3,138
"x2164869403","ACSP_TNO","Yellowknife",4,54
"x1079800583891099648","afournier89","Yonne, Bourgogne",8,1227
"x165646086","Poxviridae","Ys",3,398
"x1961096906","MARCTrublion","yvelines",3,104
"x862980980868620288","MarcSoriano2_78","Yvelines, Ile-de-France",4,475
"x4091352678","AirMilarsky","Yvelines, Ile-de-France",3,336
"x843963938102562818","Louisedebor","ze",3,519
"x208053736","Wellcome_Home","Zieglerville PA",3,58
"x751796258092752896","propofouu","Zihuatanejo",5,98
"x1085665859337703424","addict_o_quiz","Ziltoidia",4,392
"x2981006907","Marc_Scho","Zürich",3,35
"x1066625690462756864","AMARIEBL",,23,827
"x169018487","Mondesibeau",,24,9
"x804023181195542530","yvesyor",,9,105
"x589911803","Enjolras_Hugo",,45,1660
"x1285663442293141511","l2p1c2l0",,8,0
"x1091093508759449600","GentillJean",,8,6
"x903400362438217728","hasbeenhopless1",,8,18
"x1113833296566345736","Franois_Girard",,8,26
"x1316735204229369869","Emmanue16324850",,21,99
"x135565284","EmperorCoder",,8,46
"x786695147966832640","WillTrainerPok",,11,67
"x633543334","Boucher30032337",,16,82
"x2650288766","EllyMoneta",,8,126
"x852533385205567488","fitoussi_paul",,8,137
"x1311802829674352646","AnneReymond2",,13,199
"x860632369564438528","fignon_laurent",,37,4648
"x1225498576677220352","NaphtalineLeBon",,8,15682
"x1315207627551449088","johndooe19",,7,0
"x796673678","NorbertFontaine",,7,1
"x417820453","JacquesAigeldin",,7,3
"x903369048767041537","Gauthie48813048",,7,5
"x1357640613529870338","EricLangenstein",,7,5
"x1261102923385372672","Roronoazozo2",,7,9
"x1296542296800989191","titi25230",,11,14
"x827468868742475777","nr9410",,30,24
"x1190197493755199489","MrZ70914564",,7,77
"x1310864111597760513","Vally711",,10,81
"x333041662","filougarou1979",,7,106
"x916897791653408768","banlieue75",,23,155
"x1332680373743087616","jo_papou",,7,161
"x799647382753394689","phil_mu59",,7,217
"x348310636","ile_cezembre",,7,396
"x1113894301816250369","Yessah__2",,22,396
"x1099798328131420160","FayalHouari1",,7,470
"x3069840196","loka__ol",,7,1481
"x396740319","PeterOtool1",,12,1514
"x95982820","lon_sl",,7,1861
"x105488203","ChrisMcCandl",,21,4609
"x1022791577830338560","ActusPays",,17,11237
"x1533342582","VictorSinclair3",,7,20155
"x1364979398466809857","Lilirose135",,6,0
"x1346922781032796166","NonoLePetitRo19",,6,1
"x1354531268441075714","MyrtilleRobbin",,6,3
"x1244695325652254724","airjcl",,6,4
"x1140290958480891904","DELPECHMARIE4",,6,4
"x634442668","Liloulauragais",,6,5
"x1352882188463841280","MKDZ19",,6,7
"x1327683784901275650","joinvil_jr",,6,7
"x1304498610931933190","lcaztwit",,12,8
"x1287130867257741312","BrunoMagret",,6,9
"x1307004264854806528","LemrahNoel",,69,10
"x2863740173","jc_oloken",,6,10
"x838443504086974464","JForskali",,13,12
"x704721279992131584","DelaitreNathana",,6,12
"x2660763252","Ssolikel",,6,14
"x1300099580520923136","fanfan98162026",,6,14
"x1115256668","elbalafre",,6,14
"x539430573","commFRA",,6,14
"x62134431","mac_koi",,18,17
"x1266498672570896385","PKrounch",,6,17
"x1347898854709080070","TrumpMonde",,6,17
"x1161732202801111042","RaCtion7",,9,21
"x1328805645601136640","NMacronistan",,6,20
"x948333014270038018","TraverseLesPres",,6,22
"x1113841458702954497","marina21917737",,6,22
"x1352192655359434754","NFraxi",,18,24
"x1258784439724920832","nicolasnegri6",,6,27
"x1271784061095288832","HCledrame",,6,28
"x1114283876262842368","tommart74240700",,21,32
"x2966110769","isolapine",,9,41
"x1221358388094828544","DuvalSar",,17,45
"x1308743068493938691","BoitardEmmanuel",,6,45
"x1196919742377926661","ArseneGay",,6,55
"x1301082823852470273","bandedeclown",,17,66
"x2717184725","narcos775",,12,65
"x1321400526777552897","che2346",,20,69
"x1522780860","Phan_Zen",,13,77
"x1081835996554108928","DCD22300312",,6,78
"x971463658311122946","RNavel32700",,11,82
"x1324397958419406852","LemairePierreF1",,6,97
"x858683831112650752","Quent1Q84",,6,104
"x4856343363","geekbio66",,16,124
"x4890593001","ArnaudRadio",,6,110
"x1225435061857738753","LHadjiat",,6,136
"x1247785908549472256","BreizhElsass",,12,167
"x1240311873670610952","38paul38",,6,184
"x1685282186","terredigitale",,21,194
"x1269687497031901187","sophocle16",,6,196
"x1324360961084588032","LuquetSabine",,6,208
"x1077848079490007040","gary124738",,6,210
"x1176763501609717760","tolquen",,18,216
"x381975737","timbaland57",,14,254
"x845317152504791040","hommedeboutx",,15,271
"x1218809808918401025","BRGMalachie",,17,303
"x715819217308815361","pretzel6666",,6,302
"x824883990171574274","FredLamboray",,18,363
"x2270697952","JolivetRaphael",,13,346
"x300193244","d0cB",,9,356
"x3092842786","AreigeFrancoise",,6,355
"x818453510","clovis_freeman",,6,358
"x533997282","musiquelysa",,6,407
"x956823366480154624","kenavo_bob",,6,448
"x1317830237749710849","SarhannaK",,6,561
"x1084018355336605696","PatrickCHAHUNE1",,6,578
"x1857276511","huttlerfred2",,6,609
"x3121277179","JLafarguette",,6,721
"x434690429","B1B6B12",,6,778
"x3226305131","AlainPatrickM",,41,926
"x1045310179","saliharazgui",,6,939
"x1239237935230332928","C_A_Gustave",,28,1389
"x1237515917598351367","NashiraNews",,50,1408
"x18982331","jeanrossignol",,33,1307
"x1184552753353375746","LynnA31552323",,6,1624
"x1168228302819155968","Scintigraphiste",,6,1787
"x272666019","patricetrapier",,6,2190
"x1055950916","BotengaM",,16,2998
"x841979802357764097","papanours60",,19,4307
"x2300514013","juliehaviland2",,6,4966
"x1724714755","sumac_h",,12,6205
"x921076795528671232","MichelblmMichel",,6,8473
"x983334079981654016","PeterbobBaze",,9,9176
"x127659284","LoudL",,38,12678
"x1241072361505460224","FrenLae",,5,0
"x1012681355208118273","Malghorn1",,5,0
"x1273765613824020482","MaelleMiha",,5,0
"x907310993994391552","Benaim15",,8,0
"x1253520216316928001","ZDaizil",,5,0
"x1241985084137312256","MarcoM04247331",,5,0
"x1356835285716336642","SauerKraut2000",,5,0
"x1308304745136893952","Sir_Hyle",,5,0
"x1323355767827763201","Pitchac3",,5,0
"x998117533","dan_benhamou",,5,0
"x1314295366372790272","nibissmmahamat1",,5,1
"x3136155071","chris150574",,5,1
"x1243265910900654081","ferylea1",,5,1
"x1349471672584310787","JeromeCharouss2",,5,2
"x1364456514757545985","Expat12211289",,5,2
"x77527746","ptitBEN57",,5,3
"x823289840787718144","levoyeur6",,8,4
"x1346707327953612802","Molida__",,5,6
"x1349465898181152769","ThierryPette",,5,7
"x1345704634111954945","hpny2022",,5,8
"x1361055715767570439","VLiberte21",,114,13
"x1305975142657470469","tabille_roule",,11,9
"x1346030938543812608","Trollo41248744",,8,12
"x1295700033753559040","TiqueZete",,5,11
"x1247231935488888833","FabreDaniel4",,10,11
"x1324859973533364224","Didou176",,5,12
"x1333573345061769216","BiggyTrudel",,5,12
"x1249687640850530305","_CriticalMind_",,12,12
"x742108453842341888","Eriol42",,5,13
"x925009875737956353","YvesLeMouel",,5,14
"x515337476","iraskalesvt",,5,14
"x1359472297837555715","JulesCsar551",,5,14
"x1335943576543522816","JeanGoujon4",,12,15
"x35819083","up2rythm",,8,17
"x1340386516661628929","DouarRanger",,5,18
"x1305413821666856960","katarzynaowcz10",,5,18
"x960189741034606592","JeanMichChatain",,5,18
"x4571425672","ImraneBensadok",,5,21
"x1361327372805488640","SentinelleCito1",,5,24
"x1220253180354875393","tuisovaubb",,5,27
"x1263500665952886786","EricColas7",,18,27
"x2719071063","piquinio",,5,28
"x2485071631","RoOnflex1",,5,28
"x1269504272","manuelpourtois",,8,29
"x1170095710097858562","andrade_joachim",,5,29
"x1332612381176950787","TruffertW",,5,30
"x556921566","AlexisDeClercq1",,5,30
"x484186034","ricobeliq",,9,33
"x932995402776940544","Superdj33017202",,12,34
"x561258247","laurecop83",,14,37
"x1333384560076316672","LarryGolade16",,8,39
"x926976531250810880","YossefM26",,5,38
"x1083599424","egidiodanilo",,10,45
"x46871436","naggaroth",,5,45
"x745516529890975745","les3chatons",,5,47
"x1334205482651836421","lutator",,5,48
"x990584486994825218","Nicolas_Bastet",,5,50
"x1334148075552727040","TempsModerne",,9,62
"x1244077076149342213","DegrafH",,8,55
"x1065629871844532229","ArteaultJean",,5,57
"x383133540","Hic924",,5,68
"x953528646052073472","LoLoLamu",,9,69
"x718490683418533889","Luky01780516",,8,70
"x4035260561","millle40",,5,71
"x1157597566298710018","hubertjean14",,5,73
"x1189841167959101442","BadouriZ",,5,74
"x2375443608","SelkieSonja",,5,80
"x953219756","formisanorobert",,5,84
"x1262251730","AlxaMarciano",,5,88
"x841245912","christophewyns",,5,89
"x2445412778","jpdh7",,9,91
"x4665293117","GHarczi",,5,92
"x3237220711","LyonMarlowSanFr",,5,96
"x1247840784671440896","EstebanKa1",,15,101
"x971410691059044354","LoThOdes",,37,110
"x1254414272601473024","Astrancia7370",,9,104
"x1272012513471799301","flo59121",,5,105
"x938751285561647104","SunSohan",,8,112
"x1352934812848435200","LinettePaquet",,5,111
"x1245483551749005312","FR24NewsFrance",,90,120
"x3911667137","VGamall",,5,117
"x1252597496938934273","BricePierlot",,9,123
"x314806375","guitl1",,5,122
"x49051410","Frederic_GFred",,14,158
"x1313943375289217027","Say_Presse",,5,133
"x1314695552832020480","COV_COPPERFIELD",,5,138
"x1952011202","JeanSolPartre3",,5,140
"x831577092","flam_capitaine",,5,153
"x2980939147","Berthe_CELIER",,14,175
"x1262327018399694848","Armiansk1",,8,160
"x706875651278675968","CerealXtrakilla",,5,161
"x1175863408765390849","LeachatG",,11,183
"x896810750622224386","NowPlan_B",,11,180
"x1009916226125123585","france_ghost",,5,185
"x450222748","7jjds4",,5,189
"x1234254934411010048","TCouvret",,5,202
"x1230584750861115398","EricFouque",,27,222
"x1301875330223923201","VictoriaCarus17",,5,223
"x733925308445904897","salammbochott",,5,227
"x2328632460","lightMax71",,5,231
"x1329516882626482176","a_1_0_2_",,12,238
"x1718422476","Jcroco30",,5,239
"x472322754","Mereck_Bxl",,5,251
"x2260218269","M_LK76",,5,270
"x437371731","SylvieNeidinger",,5,307
"x1360649454005682178","PaladinPirate",,5,320
"x1268938281099591689","ChevalierOrang1",,5,349
"x2320480315","Adikbay1",,8,357
"x1179099225210130432","Silv3rSurf3r31",,5,358
"x1340959123723198465","MarchalJoukov1",,8,358
"x1353257159916728320","cha_vasco",,19,1366
"x2313429005","cevital28",,5,411
"x829264117080915969","marmotte_verte",,5,419
"x224605657","calocalofr",,49,445
"x1220346787531304960","pascalo36676426",,9,538
"x1249647481350049792","badiramour",,14,477
"x880761766413840384","fxp1bb2",,5,459
"x378103424","DRUGUETG",,5,465
"x1083303341239734272","RameauCatherine",,5,472
"x1244715362614218752","bezombes_jm",,9,482
"x938549762","villegluets",,5,571
"x508859323","laudemare",,5,587
"x434712007","Modestegasha",,5,625
"x120709907","ZaZatoustra",,5,643
"x4480237703","lrougelayole13",,5,676
"x2465191324","AlexCorovie",,5,805
"x1310254052861775874","Axelrod975",,5,814
"x79794429","gillesbb",,5,832
"x456141046","Davdu94",,5,839
"x919153760433246208","jeanefbey2",,15,1010
"x1307164712","bernardrobert_",,14,1148
"x245420896","jeredejere",,5,1205
"x840190609","DP_2020_",,35,1312
"x1264774147","AminejendNBA",,8,2049
"x1066689200957898753","Mtc45580007",,5,1655
"x839938634967093251","raletou53",,5,1676
"x248794070","MarieMarysienka",,45,2352
"x1250668337085939712","biomoon_",,5,2494
"x2841203045","UpbmAsso",,5,2495
"x273999495","helmiattia",,8,2779
"x2915325394","gerontonews",,5,4193
"x132134627","JMPotdevin",,5,4774
"x1262843771189964800","Noir_Franck",,5,4959
"x914862650928005120","RassNational53",,5,5202
"x846755181232558082","zanavant",,11,5792
"x832272924727975937","MoniquePlaza3",,5,5723
"x28666886","bembelly",,5,5798
"x2374092688","BMoon_bee",,10,7989
"x158511464","Lenounette",,5,8011
"x1248519381434368002","RenaudTarlet",,8,9120
"x541613288","RemiSalomon",,5,12020
"x1882871270","MarcMillerVM",,12,14792
"x59727573","infirmierscom",,5,17229
"x92359427","pelenf01",,5,17983
"x1324449588","Fabien_Rssl",,12,19905
"x1033984048056729600","goodmorning_biz",,5,29577
"x203207356","SebBovetSRC",,5,117276
"x140776364","bfmbusiness",,8,195165
"x340517586","MGrossiord",,5,280965
"x1351829627510128642","SARS_ColiV_2",,4,0
"x1214773799389937664","JackRogers881",,7,0
"x1341703582974918660","Lolo76001455",,4,0
"x2362439189","dextermorgane",,4,0
"x701242475483152385","78500Wahid",,4,0
"x1359557665312157706","DocMuti",,4,0
"x1338352581714866183","marko_mica",,4,0
"x1357043834857918465","chrisdoud69",,4,0
"x1119599288533815297","Peacecraftx",,4,0
"x1243431215379685376","TabaroDr",,4,0
"x1240013120313200644","suzanne83181422",,7,0
"x520193351","capteric1",,4,0
"x3037478991","Trashan06",,4,0
"x1254386062589399041","Frederi94712296",,4,1
"x1256342314471079939","AbmirDu",,4,1
"x1309880191498551302","Tondine2",,7,2
